"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"lexical_external_families"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-0127"	"dpmi32/dpmiselr.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/dpmiselr.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0128"	"dpmi32/i386/dpmi386.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/i386/dpmi386.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0129"	"dpmi32/i386/dpmimem.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/i386/dpmimem.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0130"	"dpmi32/i386/dpmimisc.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/i386/dpmimisc.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0131"	"dpmi32/int21map.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/int21map.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0132"	"dpmi32/makefile"	"resource-or-other"	"historical-dpmi32-build-description"	"opennt-mvdm-host"	"build governance; opennt-mvdm-host"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"original library build selection and precompiled-header evidence only"	"build-description-only"	"provisional-not-enabled"	"dpmi32/makefile; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0133"	"dpmi32/modesw.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/modesw.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0134"	"dpmi32/precomp.h"	"declaration"	"historical-dpmi32-private-declaration"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"original DPMI32 data layout, callback and translation macro evidence; later binding may alter only pointer transport through the mapping manager"	"declaration and same-shaped facade prerequisite"	"provisional-not-enabled"	"dpmi32/precomp.h; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0135"	"dpmi32/register.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/register.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0136"	"dpmi32/savestat.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/savestat.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0137"	"dpmi32/sources"	"resource-or-other"	"historical-dpmi32-build-description"	"opennt-mvdm-host"	"build governance; opennt-mvdm-host"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"original library build selection and precompiled-header evidence only"	"build-description-only"	"provisional-not-enabled"	"dpmi32/sources; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0138"	"dpmi32/stack.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/stack.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0139"	"dpmi32/vxd.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/vxd.c; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0140"	"dpmi32/xlathlp.h"	"declaration"	"historical-dpmi32-private-declaration"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"original DPMI32 data layout, callback and translation macro evidence; later binding may alter only pointer transport through the mapping manager"	"declaration and same-shaped facade prerequisite"	"provisional-not-enabled"	"dpmi32/xlathlp.h; dpmi32/sources; dpmi32/precomp.h"
"MVDM-FILE-0141"	"dpmi32/xmem.c"	"source"	"historical-x86-dpmi32-provider-body"	"opennt-mvdm-host"	"adapter-softpc; adapter-vdm-monitor; adapter-bop; adapter-bochs; session guest-memory mapping manager"	"DPMI BOP; VDM_TIB/context; SoftPC/SAS; LDT/exception/interrupt; checked guest-memory mapping"	"selected by original LINKED_INTO_MONITOR library build; retains DPMI BOP dispatch, LDT/exception/interrupt/memory and DOS transition logic; every guest address must use a bounded mapping-manager lease or copy, never raw host PVOID"	"x86 host-provider package prerequisite; no body enabled"	"provisional-not-enabled"	"dpmi32/xmem.c; dpmi32/sources; dpmi32/precomp.h"
