path	kind	current_owner	target_owner	provenance	disposition	planned_s	reason
tests/bx-vdm/t231_s4_command_console_keyboard_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s5_command_config_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s5_command_init_environment_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s5_command_start_info_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s6_command_check_binary_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s7_command_get_next_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s8_command_lifecycle_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t231_s9_command_exit_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t232-s1-host-handle-manager-fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t234_s2_command_dynamic_environment_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t234_s2_command_pif_direct_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t234_s2_command_set_directories_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t236_s1_command_local_child_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t236_s4_ntfdisk_readonly_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t237_s2_xms_source_mirror_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t237_s5_bop_nosupport_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t240_s2_softpc_memory_size_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t242_s3_softpc_tape_io_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t243_s2_spckbd_handoff_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t245_s11_config_complete_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t245_s14_command_bootstrap_observation_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core
tests/bx-vdm/t245_s17_command_current_dir_observation_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core
tests/bx-vdm/t245_s18_dem_open_observation_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core
tests/bx-vdm/t245_s2_ntdos_exec_observation_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t245_s21_oem_create_file_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t245_s3_softpc_emm_unavailable_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t245_s5_headless_mouse_vector_fixture.cc	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t245_s7_printer_openclose_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t245_s9_demdasd_drive_policy_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t247_s2_ntdos_exec_entry_observation_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t251_s3_redir_ingress_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core, opennt-host
tests/bx-vdm/t256_s10_xmem_record_adapter_fixture.cc	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core
tests/bx-vdm/t257_s3_dpmi_descriptor_source_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/bx-vdm/t257_s3_dpmi_startup_session_fixture.cc	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm, bx-mantle, bx-core
tests/bx-vdm/t258-s1-guest-pointer-manager-fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: bx-vdm
tests/opennt/opennt_int06_provider_v1_test.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: opennt-host
tests/runner/t245_s22_dos_safe_alias_fixture.c	fixture	formal-fixture	TEST-CLASSIFY	project-authored test	review/move-with-owner	S8	libraries: cli
refs/bochs	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
refs/bochs/instrument/stubs	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
refs/bochs/iodev	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/bx-core	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/bx-core/cpu	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/bx-mantle	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/bx-vdm	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/cli	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/opennt/base/mvdm/inc	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/opennt/base/mvdm/softpc.new/base/inc	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/opennt/base/mvdm/softpc.new/host/inc	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/opennt/local/compat/host	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/opennt/public/internal/windows/inc	include-root	formal-include-root	HEADER-CLASSIFY	mixed include-root	expand-to-live-headers	S1	S1 must expand reached headers from this root; directory ownership is not inferred from the root name
src/bx-core/cpu/3dnow.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/access.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/access32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/access64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/aes.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/apic.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/arith16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/arith32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/arith64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/arith8.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/avx.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/avx_fma.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/avx_pfp.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/avx2.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bcd.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bit.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bit16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bit32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bit64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bmi32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/bmi64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/call_far.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/cpu.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/cpudb/amd_k6_2_chomper.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/cpudb/pentium_mmx.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/crc32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/crregs.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/ctrl_xfer_pro.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/ctrl_xfer16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/ctrl_xfer32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/ctrl_xfer64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/data_xfer16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/data_xfer32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/data_xfer64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/data_xfer8.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/debugstuff.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/event.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/exception.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/fetchdecode.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/fetchdecode64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/flag_ctrl.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/flag_ctrl_pro.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/fpu_emu.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/gather.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/generic_cpuid.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/icache.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/init.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/io.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/iret.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/jmp_far.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/load.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/logical16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/logical32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/logical64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/logical8.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/mmx.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/msr.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/mult16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/mult32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/mult64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/mult8.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/paging.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/proc_ctrl.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/protect_ctrl.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/resolver.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/ret_far.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/segment_ctrl.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/segment_ctrl_pro.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/shift16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/shift32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/shift64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/shift8.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/smm.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/soft_int.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/sse.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/sse_move.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/sse_pfp.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/sse_rcp.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/sse_string.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/stack.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/stack16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/stack32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/stack64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/string.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/svm.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
