"audit_id"	"source_path"	"file_kind"	"manifest_state"	"mirror_identity"	"current_sha256"	"canonical_source_path"	"canonical_sha256"	"inherited_or_current_disposition"	"S1_note"
"T335-WOW-011"	"fax/wowfax/wowfax.c"	".c"	"selected-original-source"	"byte-exact"	"CF77AD0A7FAD02C80A872C388EBF5B38D59E69CCA2B84C36D316734C095381D4"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfax/wowfax.c"	"CF77AD0A7FAD02C80A872C388EBF5B38D59E69CCA2B84C36D316734C095381D4"	"inherits-not-host-runtime; private GDI driver product shell"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-012"	"fax/wowfax/wowfax.def"	".def"	"declaration-or-build-carrier"	"byte-exact"	"4C62075FC119FF7C44CBDC554470F044C102BCBC420F8CD3CD4B9F0C12A4F983"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfax/wowfax.def"	"4C62075FC119FF7C44CBDC554470F044C102BCBC420F8CD3CD4B9F0C12A4F983"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-013"	"fax/wowfax/wowfax.rc"	".rc"	"selected-original-resource"	"byte-exact"	"ED78F5F9A5046511D4624EAE5CA0D6B13913A6A5CDE23B7AEEE3E9E2478A1120"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfax/wowfax.rc"	"ED78F5F9A5046511D4624EAE5CA0D6B13913A6A5CDE23B7AEEE3E9E2478A1120"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-014"	"fax/wowfax/wowfaxdd.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"B198E348FAD62C416D8451DDD24E25F76132786A1CC8AED6A9C4B481F7518129"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfax/wowfaxdd.h"	"B198E348FAD62C416D8451DDD24E25F76132786A1CC8AED6A9C4B481F7518129"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-015"	"fax/wowfaxui/makefile"	"none"	"unselected-source-or-product-carrier"	"byte-exact"	"26957856E8A7F42A1740419CF3451497129F1D8284301D42F1A89EE13DD5A459"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/makefile"	"26957856E8A7F42A1740419CF3451497129F1D8284301D42F1A89EE13DD5A459"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-016"	"fax/wowfaxui/obj/_objects.mac"	".mac"	"declaration-or-build-carrier"	"canonical-path-not-found"	"68EC3F8CFF067346CB0167FA82F72CC47DEE9879E1590539CA5AF82F7E7DBDB9"	""	""	"binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-017"	"fax/wowfaxui/obj/i386/wfhelper.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"186127466C9E670902F50838321926919CDDB6E464E174609661F07F193EF205"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-018"	"fax/wowfaxui/obj/i386/wfsheets.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"B36D5C6477A9548AF0C7EA72C50CCC72CA2A649B088901422781395526DEB8CC"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-019"	"fax/wowfaxui/obj/i386/wfupgrad.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"94B138581A262B5B9222B7E33E3970F48C2B000559BF1394782B00D86C7AEA25"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-020"	"fax/wowfaxui/obj/i386/wowfaxui.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"407FAA7A97F2D838FCECED041E6DF4AA08720F0C6412D28998213C36344548CC"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-021"	"fax/wowfaxui/obj/i386/wowfaxui.res"	".res"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7AAE9671CD45F8CEFCD80F6A719F90B26D9196CCF7D2CDE82BCC2DDE4F5EE311"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-022"	"fax/wowfaxui/sources"	"none"	"unselected-source-or-product-carrier"	"byte-exact"	"693B15E2A3FB3CD22B5761BBDB2418D574C075408D5D4AE6AA6CB9CE3E705852"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/sources"	"693B15E2A3FB3CD22B5761BBDB2418D574C075408D5D4AE6AA6CB9CE3E705852"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-023"	"fax/wowfaxui/wfhelper.c"	".c"	"selected-original-source"	"byte-exact"	"BF8CD7FE0A51E9339B98C1CED13A7D295A25A0F49DC08BE83D7C07E1B6785BEC"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wfhelper.c"	"BF8CD7FE0A51E9339B98C1CED13A7D295A25A0F49DC08BE83D7C07E1B6785BEC"	"inherits-adapter-backed; future FAX UI package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-024"	"fax/wowfaxui/wfsheets.c"	".c"	"selected-original-source"	"byte-exact"	"C43B25CB761CD8A3CA6DD95C3E4707B9A118544A1BCBC014CA5C780A40F0AAC6"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wfsheets.c"	"C43B25CB761CD8A3CA6DD95C3E4707B9A118544A1BCBC014CA5C780A40F0AAC6"	"inherits-adapter-backed; future FAX UI package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-025"	"fax/wowfaxui/wfsheets.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"262CCB34768EABC0E64C6EA30096356C3823E5872A790991785CEA0B72CFCF0C"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wfsheets.h"	"262CCB34768EABC0E64C6EA30096356C3823E5872A790991785CEA0B72CFCF0C"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-026"	"fax/wowfaxui/wfupgrad.c"	".c"	"selected-original-source"	"byte-exact"	"67D44211D4014E713116B72347159DA85DF18EC5D9042094C009357F9062617E"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wfupgrad.c"	"67D44211D4014E713116B72347159DA85DF18EC5D9042094C009357F9062617E"	"inherits-adapter-backed; future FAX UI package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-027"	"fax/wowfaxui/wowfaxui.c"	".c"	"selected-original-source"	"byte-exact"	"D96BF03EBD449B537C25E0126529AF008E5ECC8D7421658497FE35FDE4261CA4"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wowfaxui.c"	"D96BF03EBD449B537C25E0126529AF008E5ECC8D7421658497FE35FDE4261CA4"	"inherits-adapter-backed; future FAX UI package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-028"	"fax/wowfaxui/wowfaxui.def"	".def"	"declaration-or-build-carrier"	"byte-exact"	"A73B79DF1AF0324E7B29ABF9E9664994CA69FCA6BCDE21A36A6AC8F741FBB6F0"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wowfaxui.def"	"A73B79DF1AF0324E7B29ABF9E9664994CA69FCA6BCDE21A36A6AC8F741FBB6F0"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-029"	"fax/wowfaxui/wowfaxui.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"88D90B14CEC1EBF6CB08D142F8CCC19B9DCB246CF9FAB6C63124B468284CDF51"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wowfaxui.h"	"88D90B14CEC1EBF6CB08D142F8CCC19B9DCB246CF9FAB6C63124B468284CDF51"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-030"	"fax/wowfaxui/wowfaxui.rc"	".rc"	"selected-original-resource"	"byte-exact"	"0EB16F981EDCE319863EF147175A0F66F7C403D3CA3BB826FBE29E179E059097"	"O:/repos.external/opennt-4.5/nt/private/mvdm/fax/wowfaxui/wowfaxui.rc"	"0EB16F981EDCE319863EF147175A0F66F7C403D3CA3BB826FBE29E179E059097"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-031"	"wow32/debug.c"	".c"	"unselected-source-or-product-carrier"	"byte-exact"	"0B78331BEE5BD87CA5F786D162F345A46A04C255FDEA1BC6733FB2F171AD02A2"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/debug.c"	"0B78331BEE5BD87CA5F786D162F345A46A04C255FDEA1BC6733FB2F171AD02A2"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-032"	"wow32/fastwow.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"0A59CCBB6B0BF66982352BFEFDA5C08867EC44DD9FF55731D2B701035D684520"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/fastwow.h"	"0A59CCBB6B0BF66982352BFEFDA5C08867EC44DD9FF55731D2B701035D684520"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-033"	"wow32/i386/callpr32.asm"	".asm"	"unselected-source-or-product-carrier"	"byte-exact"	"03A5F10DB0449058F61822ADFA928713DFD8F5CF3F31F6A46656AFF4D4C78BE7"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/i386/callpr32.asm"	"03A5F10DB0449058F61822ADFA928713DFD8F5CF3F31F6A46656AFF4D4C78BE7"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-034"	"wow32/i386/fastwow.asm"	".asm"	"unselected-source-or-product-carrier"	"byte-exact"	"9B0C44D32EDB5FDEE9C20028CBECAF569F2C53CBAC28048C1BD97E93248A07A9"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/i386/fastwow.asm"	"9B0C44D32EDB5FDEE9C20028CBECAF569F2C53CBAC28048C1BD97E93248A07A9"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-035"	"wow32/i386/sources"	"none"	"unselected-source-or-product-carrier"	"byte-exact"	"4C56F6AA3DBE83AA7A7A2B6F59ABEF8987C1856FA0834337DF8A80AEA364FA5A"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/i386/sources"	"4C56F6AA3DBE83AA7A7A2B6F59ABEF8987C1856FA0834337DF8A80AEA364FA5A"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-036"	"wow32/isvwow.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"3B8357D8FA20CFBEBCF5307D0ABF0471AD93D1C74CD2C9BBE2EA42E9D2F4E132"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/isvwow.h"	"3B8357D8FA20CFBEBCF5307D0ABF0471AD93D1C74CD2C9BBE2EA42E9D2F4E132"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-037"	"wow32/isz.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"7168BE4C0F441B97E25C04894EF9B331A1577ADB002F6E5F116F262D25CD5892"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/isz.h"	"7168BE4C0F441B97E25C04894EF9B331A1577ADB002F6E5F116F262D25CD5892"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-038"	"wow32/makefile"	"none"	"unselected-source-or-product-carrier"	"byte-exact"	"7E0E511BD718A1D3667B643B8E73D804762FE1C638337D7931A15FA69E05CE0E"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/makefile"	"7E0E511BD718A1D3667B643B8E73D804762FE1C638337D7931A15FA69E05CE0E"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-039"	"wow32/makefile.inc"	".inc"	"declaration-or-build-carrier"	"byte-exact"	"A8C98A39578E2E01D9EAB905A87AA2E7638EFE1BD1328B3E7380AD7315B6DE43"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/makefile.inc"	"A8C98A39578E2E01D9EAB905A87AA2E7638EFE1BD1328B3E7380AD7315B6DE43"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-040"	"wow32/mapembed.c"	".c"	"selected-original-source"	"byte-exact"	"55C13643489F5BCC9419CE0341ACCB284F946D8D75352527A3B9181DFEB4A385"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/mapembed.c"	"55C13643489F5BCC9419CE0341ACCB284F946D8D75352527A3B9181DFEB4A385"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-041"	"wow32/mapembed.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"90FD350C4770756416917CF3E3318A7926B15760C1B15C32E22D9EB6FD045FD7"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/mapembed.h"	"90FD350C4770756416917CF3E3318A7926B15760C1B15C32E22D9EB6FD045FD7"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-042"	"wow32/obj/_objects.mac"	".mac"	"declaration-or-build-carrier"	"canonical-path-not-found"	"6641459845774CE515DEB7439FC1C423B94D4A2758C726D495DFEA4495CD3E9C"	""	""	"binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-043"	"wow32/obj/i386/callpr32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"E9DB45581C81DC79DDCF210BAC16D54F921C44E1925AFE60B59B371C3709347C"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-044"	"wow32/obj/i386/fastwow.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"B456B9FE334FAE746B7910C1F63543C6A8525C6DBCFAC331BE4C74C2CCCC68BA"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-045"	"wow32/obj/i386/mapembed.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7019DAA2E6B4976F28450A191239B6B5613E3DC2D8645865DA91852AA9F0B6BE"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-046"	"wow32/obj/i386/precomp.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"C7DE179F973F46AABFE7D53E0DC5DA5F159B8BD0DF3EE38BA71C8228D946E897"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-047"	"wow32/obj/i386/precomp.pch"	".pch"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"4EC9ECFBC996E35BB81AB3B502389A4DE2293CF736C53C14023C353F32BC35CF"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-048"	"wow32/obj/i386/waccel.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"113C19A84C8EAF842B5956B3AE1F1FCB364292797356DAD5E95C0B777D2B0636"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-049"	"wow32/obj/i386/walias.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"2DB090F1FE1FA07DEAC6B5D759F26DC56ABEAED1E98AD1F581B1CB1C0A72023E"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-050"	"wow32/obj/i386/walloc16.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"55D2D5F82DBD624DA9B258809540D760C32DB3854BAE9B2A6532F5522573EF6C"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-051"	"wow32/obj/i386/wcall16.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"EF9A1F08DD2942474637E34B63F6DD9C2B305DC469E6468E44D12E1959BD91EC"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-052"	"wow32/obj/i386/wcall32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"6B44D29215D07353C73B635A3C243B552E779020CC80A7080EBAA713A7842B9E"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-053"	"wow32/obj/i386/wcntl32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"2A7715367BCC0AF3A02EE0642CF0D83C05FAB3EEB9420100BF6FE288720DFD02"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-054"	"wow32/obj/i386/wcommdlg.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7AFFF5D97350CB7B9B7EAEF7F983F19F6403FE3ED426D535BB5381951ACAC11B"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-055"	"wow32/obj/i386/wcuricon.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"B985D0320F7816A5B601A4C30BAC0268F799D67172D3F88622F3B50914B99F1E"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-056"	"wow32/obj/i386/wdde.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"C73BFBED404FD5375FA2C69C26EC86F6D007AAD14A2D4ADB53CC0ED438E6D932"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-057"	"wow32/obj/i386/wdib.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"8E67AA8BFE5E97E2ACEB85180FD688D0D89BA53018C737D6238969709AD8859C"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-058"	"wow32/obj/i386/wdos.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"638F33C8AF36D9526BD028CBCE047496150FAA9E0E98BEDEB6A6ADA52F3031A8"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-059"	"wow32/obj/i386/wgdi.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"E53480DBA3A3B308F5B8B5F01D7BF60AF38A436AFAFC75696BC84C7F482AC494"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-060"	"wow32/obj/i386/wgdi31.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"CAC7C4C21A32613168B9995A5D7CED4D489BC7C02757D386BBEB9945EDA76355"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-061"	"wow32/obj/i386/wgfont.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"A169F7653B789277D4BA8256F78C00B41D878719E6AF8A49E5E045F74230B0A3"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-062"	"wow32/obj/i386/wgman.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"465B3A84A84FCB949BD7A121B915E29C3F0E14EB0BCD64F5854BDAD3A32487B5"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-063"	"wow32/obj/i386/wgmeta.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"392DBBFDEA91A457CD5733B4B1A35FFF8CC00790C4B71C699888BE638DACD5CC"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-064"	"wow32/obj/i386/wgpal.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"FDDB8293CD09ECAC7EFD807AEE833E995167BEBCC5EC7083ED87D3BB4162016F"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-065"	"wow32/obj/i386/wgprnset.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"0CDE184A93CE9C69214316DEB783C7F76FD1985D1ECB3EF0EDB32A5C7413EB20"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-066"	"wow32/obj/i386/wgtext.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7E4F9D879A8FF90509F8A6FE4207A7749BC3FE1F546BA7E68726026A08D11833"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-067"	"wow32/obj/i386/wheap.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"BA9A010C5295A8913B4CD95A68EE9E70253BE6BB9B763C2D2A106A6F9694027E"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-068"	"wow32/obj/i386/wkbman.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"6EB879E661BF875F3B6F71ED69505A1D188BCB34AE877C92290F4E7817FADA4B"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-069"	"wow32/obj/i386/wkernel.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"4209DA0F2E38180FE80C84216F16143943BA735F4A34C17C89262642C3FC5675"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-070"	"wow32/obj/i386/wkfileio.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"0FA887E421744D219246A45EFD9B7ACCC82F7924FB12A2CE50C6ACAA30C9495C"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
