candidate_id	caller_source_path	caller_source_line	callee_spelling	declaration_shapes	declaration_count	next_disposition
"MVDM-FIRST-REBASELINED-000029"	"bde/bdesym.c"	"230"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000030"	"bde/bdesym.c"	"243"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000031"	"bde/bdesym.c"	"293"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000032"	"bde/bdesym.c"	"307"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000033"	"bde/bdesym.c"	"308"	"strcat"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000034"	"bde/bdesym.c"	"310"	"OpenFile"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000035"	"bde/bdesym.c"	"328"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000036"	"bde/bdesym.c"	"331"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000037"	"bde/bdesym.c"	"336"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000038"	"bde/bdesym.c"	"339"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000039"	"bde/bdesym.c"	"343"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000040"	"bde/bdesym.c"	"346"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000041"	"bde/bdesym.c"	"349"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000042"	"bde/bdesym.c"	"352"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000043"	"bde/bdesym.c"	"355"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000044"	"bde/bdesym.c"	"358"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000045"	"bde/bdesym.c"	"361"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000046"	"bde/bdesym.c"	"364"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000047"	"bde/bdesym.c"	"369"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000048"	"bde/bdesym.c"	"372"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000049"	"bde/bdesym.c"	"380"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000050"	"bde/bdesym.c"	"383"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000051"	"bde/bdesym.c"	"401"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000052"	"bde/bdesym.c"	"404"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000053"	"bde/bdesym.c"	"415"	"_llseek"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000054"	"bde/bdesym.c"	"418"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000055"	"bde/bdesym.c"	"421"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000056"	"bde/bdesym.c"	"424"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000057"	"bde/bdesym.c"	"429"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000058"	"bde/bdesym.c"	"432"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000059"	"bde/bdesym.c"	"436"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000060"	"bde/bdesym.c"	"439"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000061"	"bde/bdesym.c"	"443"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000062"	"bde/bdesym.c"	"446"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000063"	"bde/bdesym.c"	"459"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000064"	"bde/bdesym.c"	"462"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000065"	"bde/bdesym.c"	"504"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000066"	"bde/bdesym.c"	"512"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000067"	"bde/bdesym.c"	"515"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000068"	"bde/bdesym.c"	"523"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000069"	"bde/bdesym.c"	"562"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000070"	"bde/bdesym.c"	"563"	"_strupr"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000071"	"bde/bdesym.c"	"574"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000072"	"bde/bdesym.c"	"575"	"strcat"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000073"	"bde/bdesym.c"	"577"	"OpenFile"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000074"	"bde/bdesym.c"	"584"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000075"	"bde/bdesym.c"	"587"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000076"	"bde/bdesym.c"	"592"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000077"	"bde/bdesym.c"	"595"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000078"	"bde/bdesym.c"	"599"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000079"	"bde/bdesym.c"	"602"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000080"	"bde/bdesym.c"	"605"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000081"	"bde/bdesym.c"	"608"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000082"	"bde/bdesym.c"	"611"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000083"	"bde/bdesym.c"	"614"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000084"	"bde/bdesym.c"	"617"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000085"	"bde/bdesym.c"	"620"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000086"	"bde/bdesym.c"	"625"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000087"	"bde/bdesym.c"	"628"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000088"	"bde/bdesym.c"	"634"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000089"	"bde/bdesym.c"	"637"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000090"	"bde/bdesym.c"	"655"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000091"	"bde/bdesym.c"	"658"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000092"	"bde/bdesym.c"	"668"	"_llseek"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000093"	"bde/bdesym.c"	"671"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000094"	"bde/bdesym.c"	"674"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000095"	"bde/bdesym.c"	"677"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000096"	"bde/bdesym.c"	"682"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000097"	"bde/bdesym.c"	"685"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000098"	"bde/bdesym.c"	"689"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000099"	"bde/bdesym.c"	"692"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000100"	"bde/bdesym.c"	"696"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000101"	"bde/bdesym.c"	"699"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000102"	"bde/bdesym.c"	"713"	"_lread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000103"	"bde/bdesym.c"	"716"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000104"	"bde/bdesym.c"	"730"	"_stricmp"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000105"	"bde/bdesym.c"	"735"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000106"	"bde/bdesym.c"	"741"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000107"	"bde/bdesym.c"	"749"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000108"	"bde/bdesym.c"	"750"	"_strupr"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000109"	"bde/bdesym.c"	"752"	"strstr"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000110"	"bde/bdesym.c"	"774"	"_lclose"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000111"	"bde/bdesym.c"	"883"	"GetExceptionCode"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000112"	"bde/bdeutil.c"	"17"	"ReadProcessMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000113"	"bde/bdeutil.c"	"34"	"WriteProcessMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000114"	"bde/bdeutil.c"	"173"	"NtGetContextThread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000115"	"bde/bdeutil.c"	"379"	"NtQueryInformationThread"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000116"	"bde/bdeutil.c"	"572"	"strchr"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000117"	"bde/bdeutil.c"	"578"	"strchr"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000118"	"bde/bdeutil.c"	"581"	"strchr"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000119"	"bde/bdeutil.c"	"605"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000120"	"bde/bdeutil.c"	"607"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000121"	"bde/disasm.c"	"1398"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000122"	"bde/disasm.c"	"1399"	"strlen"	"macro-token"	"1"	"macro-only-at-known-declaration-sites; retain as conditional-form evidence"
"MVDM-FIRST-REBASELINED-000123"	"bde/disasm.c"	"1404"	"strcpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000124"	"bde/disasm.c"	"1405"	"strlen"	"macro-token"	"1"	"macro-only-at-known-declaration-sites; retain as conditional-form evidence"
"MVDM-FIRST-REBASELINED-000125"	"dbg/dbg.c"	"144"	"NtCurrentProcess"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000126"	"dbg/dbg.c"	"146"	"NtQueryInformationProcess"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000127"	"dbg/dbg.c"	"169"	"RaiseException"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000128"	"dbg/dbg.c"	"209"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000129"	"dbg/dbg.c"	"210"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000130"	"dbg/dbg.c"	"211"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000131"	"dbg/dbg.c"	"311"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000132"	"dbg/dbg.c"	"317"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000133"	"dbg/dbg.c"	"321"	"strncpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000134"	"dbg/dbg.c"	"324"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000135"	"dbg/dbg.c"	"328"	"strncpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000136"	"dbg/dbg.c"	"356"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000137"	"dbg/dbg.c"	"386"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000138"	"dbg/dbg.c"	"419"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000139"	"dbg/dbg.c"	"424"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000140"	"dbg/dbg.c"	"428"	"strncpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000141"	"dbg/dbg.c"	"431"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000142"	"dbg/dbg.c"	"435"	"strncpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000143"	"dbg/dbg.c"	"466"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000144"	"dbg/dbg.c"	"470"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000145"	"dbg/dbg.c"	"475"	"strncpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000146"	"dbg/dbg.c"	"478"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000147"	"dbg/dbg.c"	"482"	"strncpy"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000148"	"dbg/dbg.c"	"511"	"RtlFillMemory"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
"MVDM-FIRST-REBASELINED-000149"	"dbg/dbg.c"	"513"	"strlen"	"none"	"0"	"no-original-declaration-token; classify public leaf, hard boundary, finite shallow owner, or source unavailable"
