"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-1489"	"wow32/waccel.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/waccel.c; wow32/sources (condition-aware)"
"MVDM-FILE-1490"	"wow32/waccel.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/waccel.h; wow32/sources (condition-aware)"
"MVDM-FILE-1491"	"wow32/walias.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/walias.c; wow32/sources (condition-aware)"
"MVDM-FILE-1492"	"wow32/walias.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/walias.h; wow32/sources (condition-aware)"
"MVDM-FILE-1493"	"wow32/walloc16.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/walloc16.c; wow32/sources (condition-aware)"
"MVDM-FILE-1494"	"wow32/wcall16.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wcall16.c; wow32/sources (condition-aware)"
"MVDM-FILE-1495"	"wow32/wcall16.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcall16.h; wow32/sources (condition-aware)"
"MVDM-FILE-1496"	"wow32/wcall32.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wcall32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1497"	"wow32/wcall32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcall32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1498"	"wow32/wcmdgtbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcmdgtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1499"	"wow32/wcntl32.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wcntl32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1500"	"wow32/wcntl32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcntl32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1501"	"wow32/wcommdlg.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wcommdlg.c; wow32/sources (condition-aware)"
"MVDM-FILE-1502"	"wow32/wcommdlg.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcommdlg.h; wow32/sources (condition-aware)"
"MVDM-FILE-1503"	"wow32/wctlm32.c"	"source"	"historical-wow32-unselected-source"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"not selected by active original WOW32 sources configuration"	"unselected source evidence only"	"provisional-not-enabled"	"wow32/wctlm32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1504"	"wow32/wctlm32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wctlm32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1505"	"wow32/wcurcash.c"	"source"	"historical-wow32-unselected-source"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"not selected by active original WOW32 sources configuration"	"unselected source evidence only"	"provisional-not-enabled"	"wow32/wcurcash.c; wow32/sources (condition-aware)"
"MVDM-FILE-1506"	"wow32/wcurcash.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcurcash.h; wow32/sources (condition-aware)"
"MVDM-FILE-1507"	"wow32/wcuricon.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wcuricon.c; wow32/sources (condition-aware)"
"MVDM-FILE-1508"	"wow32/wcuricon.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wcuricon.h; wow32/sources (condition-aware)"
"MVDM-FILE-1509"	"wow32/wdde.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wdde.c; wow32/sources (condition-aware)"
"MVDM-FILE-1510"	"wow32/wdde.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wdde.h; wow32/sources (condition-aware)"
"MVDM-FILE-1511"	"wow32/wddeml32.c"	"source"	"historical-wow32-unselected-source"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"not selected by active original WOW32 sources configuration"	"unselected source evidence only"	"provisional-not-enabled"	"wow32/wddeml32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1512"	"wow32/wddeml32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wddeml32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1513"	"wow32/wddetbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wddetbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1514"	"wow32/wdib.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wdib.c; wow32/sources (condition-aware)"
"MVDM-FILE-1515"	"wow32/wdib.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wdib.h; wow32/sources (condition-aware)"
"MVDM-FILE-1516"	"wow32/wdos.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wdos.c; wow32/sources (condition-aware)"
"MVDM-FILE-1517"	"wow32/wdos.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wdos.h; wow32/sources (condition-aware)"
"MVDM-FILE-1518"	"wow32/wgdi.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgdi.c; wow32/sources (condition-aware)"
"MVDM-FILE-1519"	"wow32/wgdi.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgdi.h; wow32/sources (condition-aware)"
"MVDM-FILE-1520"	"wow32/wgdi31.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgdi31.c; wow32/sources (condition-aware)"
"MVDM-FILE-1521"	"wow32/wgdi31.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgdi31.h; wow32/sources (condition-aware)"
"MVDM-FILE-1522"	"wow32/wgfont.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgfont.c; wow32/sources (condition-aware)"
"MVDM-FILE-1523"	"wow32/wgfont.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgfont.h; wow32/sources (condition-aware)"
"MVDM-FILE-1524"	"wow32/wgman.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1525"	"wow32/wgman.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1526"	"wow32/wgmeta.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgmeta.c; wow32/sources (condition-aware)"
"MVDM-FILE-1527"	"wow32/wgmeta.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgmeta.h; wow32/sources (condition-aware)"
"MVDM-FILE-1528"	"wow32/wgpal.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgpal.c; wow32/sources (condition-aware)"
"MVDM-FILE-1529"	"wow32/wgpal.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgpal.h; wow32/sources (condition-aware)"
"MVDM-FILE-1530"	"wow32/wgprnset.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgprnset.c; wow32/sources (condition-aware)"
"MVDM-FILE-1531"	"wow32/wgprnset.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgprnset.h; wow32/sources (condition-aware)"
"MVDM-FILE-1532"	"wow32/wgtbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1533"	"wow32/wgtbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1534"	"wow32/wgtext.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wgtext.c; wow32/sources (condition-aware)"
"MVDM-FILE-1535"	"wow32/wgtext.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wgtext.h; wow32/sources (condition-aware)"
"MVDM-FILE-1536"	"wow32/wheap.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wheap.c; wow32/sources (condition-aware)"
"MVDM-FILE-1537"	"wow32/wheap.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wheap.h; wow32/sources (condition-aware)"
"MVDM-FILE-1538"	"wow32/win30api.xls"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 DLL build, export, profile or resource input"	"build/resource evidence only"	"provisional-not-enabled"	"wow32/win30api.xls; wow32/sources (condition-aware)"
"MVDM-FILE-1539"	"wow32/winsockp.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/winsockp.h; wow32/sources (condition-aware)"
"MVDM-FILE-1540"	"wow32/winspldl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/winspldl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1541"	"wow32/wintype.xls"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 DLL build, export, profile or resource input"	"build/resource evidence only"	"provisional-not-enabled"	"wow32/wintype.xls; wow32/sources (condition-aware)"
"MVDM-FILE-1542"	"wow32/witbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/witbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1543"	"wow32/wkbdtbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkbdtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1544"	"wow32/wkbman.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wkbman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1545"	"wow32/wkbman.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkbman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1546"	"wow32/wkbtbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkbtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1547"	"wow32/wkernel.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wkernel.c; wow32/sources (condition-aware)"
"MVDM-FILE-1548"	"wow32/wkernel.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkernel.h; wow32/sources (condition-aware)"
