"audit_id"	"source_path"	"owner_package"	"file_kind"	"original_role_group"	"original_subdomain"	"final_product_disposition"	"boundary_owners"	"mapping_instance"	"current_sha256"	"source_evidence"
"MVDM-FILE-0152"	"fax/wowfax/wowfaxdd.h"	"fax"	"declaration"	"historical-fax-declaration"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"B198E348FAD62C416D8451DDD24E25F76132786A1CC8AED6A9C4B481F7518129"	"fax/wowfax/wowfaxdd.h; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0153"	"fax/wowfaxui/makefile"	"fax"	"resource-or-other"	"historical-fax-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"26957856E8A7F42A1740419CF3451497129F1D8284301D42F1A89EE13DD5A459"	"fax/wowfaxui/makefile; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0154"	"fax/wowfaxui/sources"	"fax"	"resource-or-other"	"historical-fax-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"693B15E2A3FB3CD22B5761BBDB2418D574C075408D5D4AE6AA6CB9CE3E705852"	"fax/wowfaxui/sources; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0155"	"fax/wowfaxui/wfhelper.c"	"fax"	"source"	"historical-fax-ui-dll-provider-body"	"carrier-or-inactive-form"	"adapter-backed; future FAX UI package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"BF8CD7FE0A51E9339B98C1CED13A7D295A25A0F49DC08BE83D7C07E1B6785BEC"	"fax/wowfaxui/wfhelper.c; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0156"	"fax/wowfaxui/wfsheets.c"	"fax"	"source"	"historical-fax-ui-dll-provider-body"	"carrier-or-inactive-form"	"adapter-backed; future FAX UI package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"C43B25CB761CD8A3CA6DD95C3E4707B9A118544A1BCBC014CA5C780A40F0AAC6"	"fax/wowfaxui/wfsheets.c; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0157"	"fax/wowfaxui/wfsheets.h"	"fax"	"declaration"	"historical-fax-declaration"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"262CCB34768EABC0E64C6EA30096356C3823E5872A790991785CEA0B72CFCF0C"	"fax/wowfaxui/wfsheets.h; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0158"	"fax/wowfaxui/wfupgrad.c"	"fax"	"source"	"historical-fax-ui-dll-provider-body"	"carrier-or-inactive-form"	"adapter-backed; future FAX UI package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"67D44211D4014E713116B72347159DA85DF18EC5D9042094C009357F9062617E"	"fax/wowfaxui/wfupgrad.c; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0159"	"fax/wowfaxui/wowfaxui.c"	"fax"	"source"	"historical-fax-ui-dll-provider-body"	"carrier-or-inactive-form"	"adapter-backed; future FAX UI package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"D96BF03EBD449B537C25E0126529AF008E5ECC8D7421658497FE35FDE4261CA4"	"fax/wowfaxui/wowfaxui.c; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0160"	"fax/wowfaxui/wowfaxui.def"	"fax"	"resource-or-other"	"historical-fax-product-resource"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"A73B79DF1AF0324E7B29ABF9E9664994CA69FCA6BCDE21A36A6AC8F741FBB6F0"	"fax/wowfaxui/wowfaxui.def; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0161"	"fax/wowfaxui/wowfaxui.h"	"fax"	"declaration"	"historical-fax-declaration"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"88D90B14CEC1EBF6CB08D142F8CCC19B9DCB246CF9FAB6C63124B468284CDF51"	"fax/wowfaxui/wowfaxui.h; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-0162"	"fax/wowfaxui/wowfaxui.rc"	"fax"	"resource-or-other"	"historical-fax-product-resource"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; session; broker"	"none; declaration/resource/inactive form"	"0EB16F981EDCE319863EF147175A0F66F7C403D3CA3BB826FBE29E179E059097"	"fax/wowfaxui/wowfaxui.rc; fax/wowfax/sources or fax/wowfaxui/sources where applicable"
"MVDM-FILE-1474"	"wow32/debug.c"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"0B78331BEE5BD87CA5F786D162F345A46A04C255FDEA1BC6733FB2F171AD02A2"	"wow32/debug.c; wow32/sources (condition-aware)"
"MVDM-FILE-1475"	"wow32/fastwow.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"0A59CCBB6B0BF66982352BFEFDA5C08867EC44DD9FF55731D2B701035D684520"	"wow32/fastwow.h; wow32/sources (condition-aware)"
"MVDM-FILE-1476"	"wow32/i386/callpr32.asm"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"03A5F10DB0449058F61822ADFA928713DFD8F5CF3F31F6A46656AFF4D4C78BE7"	"wow32/i386/callpr32.asm; wow32/sources (condition-aware)"
"MVDM-FILE-1477"	"wow32/i386/fastwow.asm"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"9B0C44D32EDB5FDEE9C20028CBECAF569F2C53CBAC28048C1BD97E93248A07A9"	"wow32/i386/fastwow.asm; wow32/sources (condition-aware)"
"MVDM-FILE-1478"	"wow32/i386/sources"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"4C56F6AA3DBE83AA7A7A2B6F59ABEF8987C1856FA0834337DF8A80AEA364FA5A"	"wow32/i386/sources; wow32/sources (condition-aware)"
"MVDM-FILE-1479"	"wow32/isvwow.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"3B8357D8FA20CFBEBCF5307D0ABF0471AD93D1C74CD2C9BBE2EA42E9D2F4E132"	"wow32/isvwow.h; wow32/sources (condition-aware)"
"MVDM-FILE-1480"	"wow32/isz.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"7168BE4C0F441B97E25C04894EF9B331A1577ADB002F6E5F116F262D25CD5892"	"wow32/isz.h; wow32/sources (condition-aware)"
"MVDM-FILE-1481"	"wow32/makefile"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"7E0E511BD718A1D3667B643B8E73D804762FE1C638337D7931A15FA69E05CE0E"	"wow32/makefile; wow32/sources (condition-aware)"
"MVDM-FILE-1482"	"wow32/makefile.inc"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"A8C98A39578E2E01D9EAB905A87AA2E7638EFE1BD1328B3E7380AD7315B6DE43"	"wow32/makefile.inc; wow32/sources (condition-aware)"
"MVDM-FILE-1483"	"wow32/mapembed.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"thunk-frame-and-structure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"55C13643489F5BCC9419CE0341ACCB284F946D8D75352527A3B9181DFEB4A385"	"wow32/mapembed.c; wow32/sources (condition-aware)"
"MVDM-FILE-1484"	"wow32/mapembed.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"90FD350C4770756416917CF3E3318A7926B15760C1B15C32E22D9EB6FD045FD7"	"wow32/mapembed.h; wow32/sources (condition-aware)"
"MVDM-FILE-1485"	"wow32/precomp.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"B4841D516682F6677332FEDE6CA47187BFDC132A288F71564378A1C87F7BB314"	"wow32/precomp.h; wow32/sources (condition-aware)"
"MVDM-FILE-1486"	"wow32/sources"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"D24767FF50C4C7017E6FCF5F550E120DB0F580F7C07C77CBE7E99E4432F52B36"	"wow32/sources; wow32/sources (condition-aware)"
"MVDM-FILE-1487"	"wow32/sz.src"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"8F2489B4E39F39531F5EF69BE267D27EA4E9868863017225C81B9F0D72B8D107"	"wow32/sz.src; wow32/sources (condition-aware)"
"MVDM-FILE-1488"	"wow32/thunkdll.txt"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"E5323E63E53DFE15E3C4F03A18FDA80086038194B661F4543C08165E37AA44E2"	"wow32/thunkdll.txt; wow32/sources (condition-aware)"
"MVDM-FILE-1489"	"wow32/waccel.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"C78DD24195E1A7D28DC3A9EE535B4104E9859F98EA8869F8F5591BC9C159A8E8"	"wow32/waccel.c; wow32/sources (condition-aware)"
"MVDM-FILE-1490"	"wow32/waccel.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"3E004870D439167F62980D25F331BC26A06E267B0DF1C34688CEDDBC69DE223E"	"wow32/waccel.h; wow32/sources (condition-aware)"
"MVDM-FILE-1491"	"wow32/walias.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"thunk-frame-and-structure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"6118B6837C7ED291CC9D70446B7D691699D49C9EF6F2BE60D8E0FAC478D93B65"	"wow32/walias.c; wow32/sources (condition-aware)"
"MVDM-FILE-1492"	"wow32/walias.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"C87AE2F07B48F09276D205E2236D97F084F75F21706C524CB27734A3E36001CC"	"wow32/walias.h; wow32/sources (condition-aware)"
"MVDM-FILE-1493"	"wow32/walloc16.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"thunk-frame-and-structure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"6A1111899ADF5351E03F9989325D2412EF0716DA307A36793DC35ABF585C81F2"	"wow32/walloc16.c; wow32/sources (condition-aware)"
"MVDM-FILE-1494"	"wow32/wcall16.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"thunk-frame-and-structure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"4875844ABFB8D22025480C14174481A194779D83759CE3A696E978B68C55A9F0"	"wow32/wcall16.c; wow32/sources (condition-aware)"
"MVDM-FILE-1495"	"wow32/wcall16.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"A1E95E5B8C27BB71613BA0C47C3181F000529D98235601DA58B6A1169D79F01E"	"wow32/wcall16.h; wow32/sources (condition-aware)"
"MVDM-FILE-1496"	"wow32/wcall32.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"thunk-frame-and-structure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"0F72AE39E691F3EF672DF4F1AEB3EBB6443E87F091FB6322EF1C13604AB3D571"	"wow32/wcall32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1497"	"wow32/wcall32.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"1432B8D6F2ADACB9EF23EF85991079ECD0E39A4C2675CB535D04E04BEB8D04AB"	"wow32/wcall32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1498"	"wow32/wcmdgtbl.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"4C320281E81D1CECFAD832587C4887E9D96E09488348234BC276FF4B5CC00B32"	"wow32/wcmdgtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1499"	"wow32/wcntl32.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"message-and-window-procedure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"36C8CB9A46F13998D0459BC4869DC6DD4191423C0429A7335EBD26F68C804B59"	"wow32/wcntl32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1500"	"wow32/wcntl32.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"CB390C859CEB36946BE4BAEC6B91D517BDB130C047E64249FF7CA688D1BBF7BD"	"wow32/wcntl32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1501"	"wow32/wcommdlg.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"shell-ole-and-printing"	"adapter-backed; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"01CE83329AE37A3E987971398115B8C7B5D9DCBC3320BDFFAAA595244740A7D0"	"wow32/wcommdlg.c; wow32/sources (condition-aware)"
"MVDM-FILE-1502"	"wow32/wcommdlg.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"F2229629FE88AC3A5243200AF9F9F92A6A853D39322FD470DE1CBA588A5E9E69"	"wow32/wcommdlg.h; wow32/sources (condition-aware)"
"MVDM-FILE-1503"	"wow32/wctlm32.c"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"E5C1218929F64A5BB1C2227AB1903E095E0DB50E3A1F44DBB4AD4A028579B8CA"	"wow32/wctlm32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1504"	"wow32/wctlm32.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"FDC8D63510ADB6CA75D03DB984D7812E1711CBDDBF23F3F654A3B8D5FBBE253B"	"wow32/wctlm32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1505"	"wow32/wcurcash.c"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"ED9FA5EE3EB6CE9059D58F21DEA3A7416B0229678F7F62918DE02A2CF78D0E61"	"wow32/wcurcash.c; wow32/sources (condition-aware)"
"MVDM-FILE-1506"	"wow32/wcurcash.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"159B3E0683659F36F567E5C7878BBADB82F6DFBBCC180EAECA1487BAEF229231"	"wow32/wcurcash.h; wow32/sources (condition-aware)"
"MVDM-FILE-1507"	"wow32/wcuricon.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"5F654AB2A98B2925474DFFD49C5A3ABAAEFACF6193375AF3794E70731C4E8673"	"wow32/wcuricon.c; wow32/sources (condition-aware)"
"MVDM-FILE-1508"	"wow32/wcuricon.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"34064BBF8E47655EA4A92A3C9D26A6BEFBCA2A8497AF3F82FA557BBAEC29CE81"	"wow32/wcuricon.h; wow32/sources (condition-aware)"
"MVDM-FILE-1509"	"wow32/wdde.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"message-and-window-procedure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"859EFD3356F46B646AF8373112297212DE2016DE9A2587AF580D6D99B64DF6AA"	"wow32/wdde.c; wow32/sources (condition-aware)"
"MVDM-FILE-1510"	"wow32/wdde.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"05839FFE54047BACC09DBC2D9AD76E8E6DFC4ADFA9D0DE324C7D9F25001609D4"	"wow32/wdde.h; wow32/sources (condition-aware)"
