candidate_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	call_form	internal_resolution	prior_semantic_disposition	initial_first_degree_status	boundary
"MVDM-FIRST-CANDIDATE-000021"	"MVDM-ZERO-DEFINITION-000021"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"60"	"DumpMemory"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000022"	"MVDM-ZERO-DEFINITION-000021"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"60"	"DumpMemory"	"GetIntelBase"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000023"	"MVDM-ZERO-DEFINITION-000023"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"193"	"ListModules"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000024"	"MVDM-ZERO-DEFINITION-000023"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"201"	"ListModules"	"FindHeapEntry"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000025"	"MVDM-ZERO-DEFINITION-000023"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"203"	"ListModules"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000026"	"MVDM-ZERO-DEFINITION-000024"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"232"	"DumpDescriptor"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000027"	"MVDM-ZERO-DEFINITION-000024"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"241"	"DumpDescriptor"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000028"	"MVDM-ZERO-DEFINITION-000024"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"246"	"DumpDescriptor"	"GetIntelBase"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000029"	"MVDM-ZERO-DEFINITION-000025"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"320"	"TaskInfo"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000030"	"MVDM-ZERO-DEFINITION-000025"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"327"	"TaskInfo"	"ReadProcessMem"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000031"	"MVDM-ZERO-DEFINITION-000025"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"340"	"TaskInfo"	"ReadProcessMem"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000032"	"MVDM-ZERO-DEFINITION-000025"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"351"	"TaskInfo"	"DumpTaskInfo"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000033"	"MVDM-ZERO-DEFINITION-000025"	"bde/bdemisc.c"	"0bf544626a6e6b2bcd80f52efb21942eaa58fcfd0e1b1a682652c975e290919b"	"356"	"TaskInfo"	"DumpTaskInfo"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000034"	"MVDM-ZERO-DEFINITION-000027"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"157"	"look_for_near"	"FindSymbol"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000035"	"MVDM-ZERO-DEFINITION-000027"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"180"	"look_for_near"	"FindSymbol"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000036"	"MVDM-ZERO-DEFINITION-000028"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"255"	"look_for_far"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000037"	"MVDM-ZERO-DEFINITION-000028"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"323"	"look_for_far"	"FindSymbol"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000038"	"MVDM-ZERO-DEFINITION-000028"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"346"	"look_for_far"	"FindSymbol"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000039"	"MVDM-ZERO-DEFINITION-000028"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"378"	"look_for_far"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000040"	"MVDM-ZERO-DEFINITION-000028"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"384"	"look_for_far"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000041"	"MVDM-ZERO-DEFINITION-000028"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"390"	"look_for_far"	"FindSymbol"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000042"	"MVDM-ZERO-DEFINITION-000031"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"581"	"WalkStack"	"GetIntelBase"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000043"	"MVDM-ZERO-DEFINITION-000031"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"589"	"WalkStack"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000044"	"MVDM-ZERO-DEFINITION-000031"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"590"	"WalkStack"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000045"	"MVDM-ZERO-DEFINITION-000031"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"593"	"WalkStack"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000046"	"MVDM-ZERO-DEFINITION-000032"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"626"	"WalkStackVerbose"	"GetIntelBase"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000047"	"MVDM-ZERO-DEFINITION-000032"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"634"	"WalkStackVerbose"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000048"	"MVDM-ZERO-DEFINITION-000032"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"635"	"WalkStackVerbose"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000049"	"MVDM-ZERO-DEFINITION-000032"	"bde/bdestack.c"	"d832c428e64d72b312662a716a1a468986a6f142c1102bd2264849633526e86c"	"638"	"WalkStackVerbose"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000050"	"MVDM-ZERO-DEFINITION-000036"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"305"	"FindSymbol"	"FindHeapEntry"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000051"	"MVDM-ZERO-DEFINITION-000037"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"572"	"FindAddress"	"FindHeapEntry"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000052"	"MVDM-ZERO-DEFINITION-000038"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"793"	"ListNear"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000053"	"MVDM-ZERO-DEFINITION-000038"	"bde/bdesym.c"	"c885aea477f81e03faf75c1f6fad6af2782660f005ddb597ba45059b3037c096"	"796"	"ListNear"	"ParseIntelAddress"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000054"	"MVDM-ZERO-DEFINITION-000041"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"17"	"ReadProcessMem"	"ReadProcessMemory"	"direct-named-call"	"no-selected-definition"	"not-host-runtime-source-only"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000055"	"MVDM-ZERO-DEFINITION-000042"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"34"	"WriteProcessMem"	"WriteProcessMemory"	"direct-named-call"	"no-selected-definition"	"not-host-runtime-source-only"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000056"	"MVDM-ZERO-DEFINITION-000045"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"173"	"GetContext"	"NtGetContextThread"	"direct-named-call"	"no-selected-definition"	"not-host-runtime-source-only"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000057"	"MVDM-ZERO-DEFINITION-000052"	"bde/bdeutil.c"	"0b9f7bdcb968ad38d95c2170afb0e84325c77e6d7a68161b6d63a89e4fcd225b"	"379"	"GetDescriptorData"	"NtQueryInformationThread"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000058"	"MVDM-ZERO-DEFINITION-000057"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"53"	"Unassemble"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000059"	"MVDM-ZERO-DEFINITION-000057"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"56"	"Unassemble"	"ParseIntelAddress"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000060"	"MVDM-ZERO-DEFINITION-000057"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"60"	"Unassemble"	"GetNextToken"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000061"	"MVDM-ZERO-DEFINITION-000057"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"72"	"Unassemble"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000062"	"MVDM-ZERO-DEFINITION-000057"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"72"	"Unassemble"	"GetIntelBase"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000063"	"MVDM-ZERO-DEFINITION-000057"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"79"	"Unassemble"	"ReadProcessMem"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000064"	"MVDM-ZERO-DEFINITION-000061"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1504"	"safe_read_byte"	"GetInfoFromSelector"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000065"	"MVDM-ZERO-DEFINITION-000061"	"bde/disasm.c"	"8a59c16e5edd056761b3fabcd2d67c07f2fb896b0128b8f82dab2ef3b9336417"	"1509"	"safe_read_byte"	"GetIntelBase"	"direct-named-call"	"ambiguous-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
