relative_path	file_kind	current_sha256	opennt_identity	opennt-src-2_identity
inc/makefile	build-control	22619f4bdd9be2f377ab919997527aa9797dfdb0e10d5082ebf424cddf7280d9	opennt:same	opennt-src-2:same
inc/memapi.h	declaration	0e72109252dbec2a9c79b54d28d0c2bda0967644dd9d1d1d2d789e8fd8aa8c99	opennt:same	opennt-src-2:same
inc/monregs.h	declaration	8b8baaa697b4dea31fa51b4699a496d9d48673825ba3ab60869611df8ec092fb	opennt:same	opennt-src-2:same
inc/mvdm.h	declaration	007fea2c8f2b2491a925bf89711ddfb82f20dfa340f99d983411b8a2647a37f9	opennt:different	opennt-src-2:different
inc/netb.h	declaration	b2c047364573bf22ac28a507509942c5a4ba27b20523f3f30e87f5a7f8145872	opennt:same	opennt-src-2:same
inc/oemuni.h	declaration	26c8509048272de86ed1b93f5af837434e90d8ecbc8a878d915c419be2d2bafb	opennt:same	opennt-src-2:same
inc/rdrexp.h	declaration	5a40a916b423d7758625f9e82ea938c0334e71710cb491c91d373aff44f9a098	opennt:same	opennt-src-2:same
inc/rdrsvc.h	declaration	c8bc9db22634adb5e3dc85d30f721e602ff1c6a28221958587d0804f8e96e45e	opennt:same	opennt-src-2:same
inc/sharewow.h	declaration	6773774b049eed89820cf10c2354b95537e7d67c8e700566da14658dfa3a84a8	opennt:same	opennt-src-2:same
inc/softpc.h	declaration	1e6fbd5f67aa04749d7896bd0109fe45daa22e691839d1261bbc3f039924bd9b	opennt:same	opennt-src-2:same
inc/suballoc.h	declaration	7455c7f15af96d36b60f2af61f328b2b0b7dc22717021416903fd31aaa6aa74a	opennt:different	opennt-src-2:different
inc/tdb16.h	declaration	68f617f6edc76573d618ae2966887f0df4ea678b0b199f7347693d2ef11949eb	opennt:same	opennt-src-2:same
inc/v86def.h	declaration	5bc822b487f5f1a236e6be8e107af5832fd680e026cf7231e0ae61e13595937e	opennt:same	opennt-src-2:same
inc/vdmredir.h	declaration	2462271dd22683738e60b4154bd891a8dfc679d4c34b9f75b23ecf91523add2d	opennt:same	opennt-src-2:same
inc/vdmtb.inc	declaration	ebbd61c06b36da2c64b15ae7647aff22f9f0090be8c4676cbf4434548e154ace	opennt:missing	opennt-src-2:same
inc/vdmtib.h	declaration	a44101b1c5dc7e46eff3fe77a30f880dd6ae164f419ff5661f8627f35afecf90	opennt:different	opennt-src-2:different
inc/vint.h	declaration	e88cc5f8624a4a899095a4f1794c697754c71aeb7e480d20d51fd6a976d612d1	opennt:same	opennt-src-2:same
inc/vrdefld.h	declaration	e15089bf59f6f69fb39c2bc35d79d40da4b5ad2c9ed9401e955607ff5692b9ba	opennt:same	opennt-src-2:same
inc/vrdlctab.h	declaration	bb57645d83b7285f14632914ee44d64f34b3c129b18fc59505b98c141a9cba2d	opennt:same	opennt-src-2:same
inc/vrinit.h	declaration	13fa0aa17ea85c2e9d0a48ffa72626c46cc1c53decad3dc4edcbdd1fa7034939	opennt:same	opennt-src-2:same
inc/vrmisc.h	declaration	6dc036cec6c090484a85b21bd9fb51a7ebd263ce4186150f8d7ea1ba70598475	opennt:same	opennt-src-2:same
inc/vrmslot.h	declaration	e3d8c1536f579ffe5751a2567ad24a662a76f7926a4ded696ac3c990fdcfc661	opennt:same	opennt-src-2:same
inc/vrnetapi.h	declaration	fc1888ed1f18406fcb42c683dc414b22c08815e749576db9fa86afc60b416445	opennt:same	opennt-src-2:same
inc/vrnmpipe.h	declaration	04b6834c3c98b4bd6a1d7f54f7243b380177b98aaf81557d95ef2e73151873a6	opennt:different	opennt-src-2:different
inc/vrremote.h	declaration	e2214353d522aa44fb3bb2b2cd0918d51f5fc0a300e3643bb53090842d3d1819	opennt:same	opennt-src-2:same
inc/wow.h	declaration	64663c13abaefccd99533352e08fb28efc66032c94a1780bff73be4f4cdbf70b	opennt:same	opennt-src-2:same
inc/wowclip.h	declaration	c4649db7307c225fc168444db32b31f700d33c06d2741c26579b5eed3a0cd75a	opennt:same	opennt-src-2:same
inc/wowcmdlg.h	declaration	bd464ea1d43a71077f515db474a4156f2bd3a4f9dc90136b8f36ea427128d75f	opennt:same	opennt-src-2:same
inc/wowcmpat.h	declaration	0d0bab4df27031fdc35a39e7d3eb704b7f77ec25d981a215e30fb218aac9ee92	opennt:same	opennt-src-2:same
inc/wowcomm.h	declaration	4817961493d33932a98f5ee2222c0f2e20a43fd4900430910b81e5c70c5f1c85	opennt:same	opennt-src-2:same
inc/wowddeml.h	declaration	8cd9627dd0af77790fd4c046c69f52c2a04fbf816166c8369033e65ae341e292	opennt:same	opennt-src-2:same
inc/wowexp.h	declaration	9808ea87febfaf78ebb5cdfb2da68ac1c9795c6c19dd67c37a0e33ee95d6eb94	opennt:same	opennt-src-2:same
inc/wowfax.h	declaration	97c6c40dc2d0565a21dc1be4112fe24f138b10ddbb55fbd29e55da972a2a2c84	opennt:same	opennt-src-2:same
inc/wowgdi.h	declaration	474b263b337b1b3724b0a154c5ff3ad7689eab54906bc4e327272dda04f0c8f8	opennt:same	opennt-src-2:same
inc/wowinfo.h	declaration	a0a125eedf4138d353fea1f97316331fd5a8acfb82dbd80d7abfe5dedf350026	opennt:same	opennt-src-2:same
inc/wowint.h	declaration	33449c2765f597b7ccde3ed61c45f35e72730fbaefc073a065c423a4ff716030	opennt:same	opennt-src-2:same
inc/wowkbd.h	declaration	ecff4d47c62f462aa0cea48d5cb0c8c0b658e33d89dbb6f47899df2228a414cf	opennt:same	opennt-src-2:same
inc/wowkrn.h	declaration	8d9fbb2c3b74c21588eaa7541513db0e3181e41caa0d6a38d2395ae27c01b8cf	opennt:same	opennt-src-2:same
inc/wowmmcb.h	declaration	c4135b71b57c210150d6083b6eb179ac256e164a1b58a475b4c4f9395dc3cf89	opennt:same	opennt-src-2:same
inc/wowmmed.h	declaration	8416869d9f2a35a41e10187f0f27fa35198b750e5474cc5e281d30ba9f2918b9	opennt:same	opennt-src-2:same
inc/wowshell.h	declaration	0ea893e99640355ce77b4f71c836c54e43c0f2ab7331f53cb895705faef997bd	opennt:same	opennt-src-2:same
inc/wowsnd.h	declaration	944acedf0708f0fc2176b28a18e07747da57042fd93bfb63a51663e9e2a250e6	opennt:same	opennt-src-2:same
inc/wowth.h	declaration	18522e7009325558f9cd77b26b734cfc51768b7eb642e6f83e9d51128ea64f7a	opennt:same	opennt-src-2:same
inc/wowusr.h	declaration	02938ac7dd2356cf551044b892658b90d52ea2476a0eed4c974e955e54482469	opennt:same	opennt-src-2:same
inc/wowwsock.h	declaration	05b478bb1e76e13571a179554217ee93663ea118e6a33f6f0f82766a0b490e2b	opennt:same	opennt-src-2:same
inc/x86def.h	declaration	f5d8ab04433599401682b0e4f7ae45104b8c5195168cb12201d8278f1549f38d	opennt:same	opennt-src-2:same
inc/xmsexp.h	declaration	35b7f0c5f15250d40076df9f101cea9ca565973b951cae85e3366f8591ae0655	opennt:same	opennt-src-2:same
inc/xmssvc.h	declaration	e2661ecf606b903e4c3053c4e6fe8197f4f4b15dde81393fb6fd508f09bccebe	opennt:same	opennt-src-2:same
makefil0	build-control	a2779deb1436869653708371bff8a63b0b9be4426e4069c1447d43b2b0db5cdb	opennt:same	opennt-src-2:same
oemuni/file.c	source	a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df	opennt:same	opennt-src-2:same
oemuni/makefile	build-control	047a26e6fcfa2238cb3ad2c41d78c0a535727e3fb8c2624395f6fc40faf01439	opennt:same	opennt-src-2:same
oemuni/obj/_objects.mac	other	c5e265b9b66971949e40567d55727eb923a2c53de9aacb529df24c03d563f79f	opennt:missing	opennt-src-2:same
oemuni/obj/i386/file.obj	historical-build-product	cb04f400411340cd0ff44719d4eedab4e550522d8412a89fa92a79f0f61dc3f2	opennt:missing	opennt-src-2:same
oemuni/obj/i386/process.obj	historical-build-product	b2704b0af5387f717011e90e592957ff6061219c392260957ebc842bbd5b870e	opennt:missing	opennt-src-2:same
oemuni/oem.h	declaration	a3add27675252cdd72e413de9e897a123adf2f426d292cd0b252cb389a23f91a	opennt:same	opennt-src-2:same
oemuni/process.c	source	38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468	opennt:same	opennt-src-2:same
oemuni/sources	build-control	d13b166c78ee7dc593d46b20b0cfcccfb862f28135d253a5327aaf55ef2a26ed	opennt:same	opennt-src-2:same
oemuni/toemuni.c	source	f10b89fb3e5f2c5c47e87f540c23a63a68275f425ca8abc8191e341f6986d224	opennt:same	opennt-src-2:same
suballoc/debug.c	source	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	opennt:same	opennt-src-2:same
suballoc/foo.bar	other	0350c8ad182e081c6106cd75a56b7f8e18b07445d0668835485a55761463a905	opennt:same	opennt-src-2:same
suballoc/makefile	build-control	26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459	opennt:same	opennt-src-2:same
suballoc/obj/_objects.mac	other	d4bb0b4f285aa32979f67755665be35dcc17c7bdd7a0ccaa968a5ca72dc89d9d	opennt:missing	opennt-src-2:same
suballoc/obj/i386/suballoc.obj	historical-build-product	92b4e62c7ab84e413b4590ea3148b87804cd675d8d6cbc85dffb74edbd2801b9	opennt:missing	opennt-src-2:same
suballoc/sources	build-control	fabb2241cea80f81921560057b26186d188fa5e61a097e387b41a5a690ce4e81	opennt:same	opennt-src-2:same
suballoc/suballcp.h	declaration	25451aa0c293f3950107e81d81507e692e3db7b089655ceac320e4f3779fadb2	opennt:same	opennt-src-2:same
suballoc/suballoc.c	source	b06496e16d551f2bbac37d896b61857c6569eda8c98fb3d26dbf574e594148e0	opennt:same	opennt-src-2:same
suballoc/suballoc.txt	other	5f8ef01da1307cb393db9c2e6dbaa505d2dc14abc2625d0cafa39695c12c6cf7	opennt:same	opennt-src-2:same
suballoc/tsa.c	source	e039bae08563e26670168eb64d332408256e89d9d3e9e2a719a8894a5e57a7e6	opennt:same	opennt-src-2:same
