architecture	library	object	caller	linker_symbol	normalized_symbol	occurrences	source_first_disposition	source_candidates	binding_rule
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_scs_init"	"_CMDInit"	"CMDInit"	"1"	"select-original-mvdm-provider-source"	""	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_scs_init"	"_DBGInit"	"DBGInit"	"1"	"select-original-mvdm-provider-source"	""	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_scs_init"	"_DemInit"	"DemInit"	"1"	"select-original-mvdm-provider-source"	""	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_init_lim_configuration_data"	"_GetPIFConfigFiles"	"GetPIFConfigFiles"	"1"	"select-original-mvdm-provider-source"	"softpc.new/host/src/nt_pif.c:60 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_InitialiseDosEmulation"	"_io_init"	"io_init"	"1"	"select-original-mvdm-provider-source"	"softpc.new/base/support/ios.c:966 (exclude-alternate-softpc-support-shell -> bochs-core and app own corresponding machine lifecycle/product composition)"	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_InitialiseDosEmulation"	"_reset"	"reset"	"1"	"select-original-mvdm-provider-source"	"softpc.new/base/bios/reset.c:509 (exclude-firmware-input -> mvdm-softpc-firmware -> adapter-bochs immutable-input manifest)"	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_scs_init"	"_XMSInit"	"XMSInit"	"1"	"select-original-mvdm-provider-source"	""	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_umb.obj"	"_ReleaseUMB"	"_xmsReleaseUMBNotify"	"xmsReleaseUMBNotify"	"1"	"select-original-mvdm-provider-source"	""	"select the original MVDM provider package and preserve its entry before adding any adapter binding"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_enable_stream_io"	"enable_stream_io"	"1"	"select-original-mvdm-source"	"softpc.new/base/video/video.c:2832 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"physical original source definition is available; select its owner package before any replacement"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_InitialiseDosEmulation"	"_get_lim_configuration_data"	"get_lim_configuration_data"	"1"	"select-original-mvdm-source"	"softpc.new/host/src/config.c:1182 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"physical original source definition is available; select its owner package before any replacement"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_GfxCloseDown"	"GfxCloseDown"	"1"	"select-original-mvdm-source"	"softpc.new/host/src/nt_fulsc.c:1654 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"physical original source definition is available; select its owner package before any replacement"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_DispatchPageFault"	"_Sim32pGetVDMPointer"	"Sim32pGetVDMPointer"	"1"	"select-original-mvdm-source"	"softpc.new/host/src/sim32.c:148 (retain-source-shaped-overlay-provider -> original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner)"	"physical original source definition is available; select its owner package before any replacement"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_achES"	"achES"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_BWVKey"	"BWVKey"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_ConsoleInit"	"ConsoleInit"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_fulsc.c:669 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_ConsoleInitialised"	"ConsoleInitialised"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_DeleteConfigFiles"	"DeleteConfigFiles"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_HostTerminatePDB"	"_FdiskTerminatePDB"	"FdiskTerminatePDB"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_HostTerminatePDB"	"_FloppyTerminatePDB"	"FloppyTerminatePDB"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_host_com_close_all"	"host_com_close_all"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_com.c:623 (retain-source-shaped-host-provider -> opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_host_idle_init"	"host_idle_init"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_unix.c:87 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_host_lpt_close_all"	"host_lpt_close_all"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_lpt.c:288 (retain-source-shaped-host-provider -> opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_host_error"	"_host_nls_get_msg"	"host_nls_get_msg"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_nls.c:60 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_host_stream_io_enabled"	"host_stream_io_enabled"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_ErrorDialogBox"	"_hWndConsole"	"hWndConsole"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_idle_ctl"	"idle_ctl"	"1"	"select-original-softpc-host-control-source"	"softpc.new/base/system/idetect.c:490 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_init_host_uis"	"init_host_uis"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_hosts.c:79 (retain-source-shaped-host-provider -> opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_InitSound"	"InitSound"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_sound.c:93 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_MouseAttachMenuItem"	"MouseAttachMenuItem"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_mouse.c:1845 (retain-source-shaped-host-provider -> opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_MouseDetachMenuItem"	"MouseDetachMenuItem"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_mouse.c:1834 (retain-source-shaped-host-provider -> opennt-mvdm-host original host endpoint/control provider -> adapter-win32 or adapter-wow -> adapter-bochs typed device request; app supplies presentation policy)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_nt_keybd_funcs"	"nt_keybd_funcs"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_nt_remove_event_thread"	"nt_remove_event_thread"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_event.c:291 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_nt_start_event_thread"	"nt_start_event_thread"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_event.c:235 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_nt_video_funcs"	"nt_video_funcs"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_ErrorDialogBoxThread@4"	"_pW32HungAppNotifyThread"	"pW32HungAppNotifyThread"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_WOWSysErrorBox"	"_ResumeTimerThread"	"ResumeTimerThread"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_timer.c:938 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_sc"	"sc"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_ShowStartGlass"	"ShowStartGlass"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_nt_std_handle_notification"	"_stdoutRedirected"	"stdoutRedirected"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_WOWSysErrorBox"	"_SuspendTimerThread"	"SuspendTimerThread"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_timer.c:916 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_host_direct_access_error"	"_szDoomMsg"	"szDoomMsg"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	"_DisplayErrorTerm"	"_szSysErrMsg"	"szSysErrMsg"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applClose"	"_TerminateHeartBeat"	"TerminateHeartBeat"	"1"	"select-original-softpc-host-control-source"	"softpc.new/host/src/nt_timer.c:307 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_the_mouse_funcs"	"the_mouse_funcs"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_ThreadInfo"	"ThreadInfo"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-ccpu386.lib"	"c_xcptn.obj"	"_Int0"	"_trace_file"	"trace_file"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_working_keybd_funcs"	"working_keybd_funcs"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_working_mouse_funcs"	"working_mouse_funcs"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_working_video_funcs"	"working_video_funcs"	"1"	"select-original-softpc-host-control-source"	""	"original SoftPC host-control source family must be selected before a modern public-API binding is considered"
"x86"	"original-ccpu386.lib"	"c_main.obj"	"_ccpu"	"_BIOS"	"BIOS"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"c_main.obj"	"_ccpu"	"_dispatch_q_event"	"dispatch_q_event"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/system/qevnt.c:326 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor) | softpc.new/base/system/quick_ev.c:830 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"c_xcptn.obj"	"_Int0"	"_host_exint_hook"	"host_exint_hook"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_inthk.c:204 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_host_ica_lock"	"host_ica_lock"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_eoi.c:356 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_reset"	"_host_ica_unlock"	"host_ica_unlock"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_eoi.c:361 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_sas_init"	"_host_sas_init"	"host_sas_init"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/sim32.c:325 (retain-source-shaped-overlay-provider -> original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner) | softpc.new/host/src/sim32.c:426 (retain-source-shaped-overlay-provider -> original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_sas_term"	"_host_sas_term"	"host_sas_term"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/sim32.c:357 (retain-source-shaped-overlay-provider -> original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner) | softpc.new/host/src/sim32.c:445 (retain-source-shaped-overlay-provider -> original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"into.obj"	""	"_host_swint_hook"	"host_swint_hook"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_inthk.c:140 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"intx.obj"	"_INTx"	"_host_swint_hook"	"host_swint_hook"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_inthk.c:140 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"c_main.obj"	"_ccpu"	"_host_timer_event"	"host_timer_event"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_timer.c:384 (exclude-alternate-softpc-product-control -> adapter-bochs/bochs-core/app own final machine lifecycle and product composition)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"zfrsrvd.obj"	"_TakeNpxExceptionInt"	"_ica_hw_interrupt"	"ica_hw_interrupt"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"c_main.obj"	""	"_ica_intack"	"ica_intack"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/system/ica.c:1401 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"zfrsrvd.obj"	"_TakeNpxExceptionInt"	"_ica_intack"	"ica_intack"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/system/ica.c:1401 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-softpc-host-roots.lib"	"nt_reset.obj"	"_host_applInit"	"_InitializeIcaLock"	"InitializeIcaLock"	"1"	"select-original-softpc-machine-source"	"softpc.new/host/src/nt_eoi.c:366 (retain-source-shaped-host-provider -> opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"in.obj"	"_IN8"	"_Ios_in_adapter_table"	"Ios_in_adapter_table"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"in.obj"	"_IN8"	"_Ios_inb_function"	"Ios_inb_function"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"in.obj"	"_IN16"	"_Ios_inw_function"	"Ios_inw_function"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"out.obj"	"_OUT8"	"_Ios_out_adapter_table"	"Ios_out_adapter_table"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"out.obj"	"_OUT8"	"_Ios_outb_function"	"Ios_outb_function"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"out.obj"	"_OUT16"	"_Ios_outw_function"	"Ios_outw_function"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_phy_w8"	"_LIM_b_write"	"LIM_b_write"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/dos/emm_mngr.c:2002 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-softpc-host-roots.lib"	"nt_msscs.obj"	"_InitialiseDosEmulation"	"_lim_page_frame_init"	"lim_page_frame_init"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/dos/emm_mngr.c:152 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_phy_w16"	"_LIM_w_write"	"LIM_w_write"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/dos/emm_mngr.c:2033 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_phy_r8"	"_read_pointers"	"read_pointers"	"1"	"select-original-softpc-machine-source"	""	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_sas_init"	"_rom_init"	"rom_init"	"1"	"select-original-softpc-machine-source"	"softpc.new/base/system/rom.c:280 (exclude-bochs-pc-device-executor -> bochs-core via adapter-bochs; no second PIC/PIT/CMOS/DMA/video/disk/serial/keyboard/mouse/EMS device executor)"	"original SoftPC machine source family must be selected by physical owner; do not replace the mechanical body with a local stub"
