"re_root_id"	"source_path"	"package_root"	"source_sha256"	"current_component"	"destination_component"	"destination_relative_path"	"movement_state"	"source_identity_evidence"
"MVDM-T278-S1-BDE-MAKEFILE"	"bde/makefile"	"bde"	"26957856e8a7f42a1740419cf3451497129f1d8284301d42f1a89ee13dd5a459"	"opennt-mvdm-host"	"opennt-mvdm-host"	"bde/makefile"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-BDE-PRECOMP-H"	"bde/precomp.h"	"bde"	"7d2fd3883fc253312963c68f750005343c2499fa2effdbbced6ea1807e5dbe5c"	"opennt-mvdm-host"	"opennt-mvdm-host"	"bde/precomp.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-BDE-SOURCES"	"bde/sources"	"bde"	"a3166c1925cdc05ebe956067f47aade02b0706be9ed84fd301f2d78bfa9b2e9c"	"opennt-mvdm-host"	"opennt-mvdm-host"	"bde/sources"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DBG-DBG-C"	"dbg/dbg.c"	"dbg"	"5a3a207eff1570908e270c737d12fb40fe66097895063136d17fe6b971494b90"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dbg/dbg.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DBG-MAKEFILE"	"dbg/makefile"	"dbg"	"0e91e3ac947853ae1230c8ae1d9c83bf0b3adfcfd282d84139265f44c9f803f4"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dbg/makefile"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DBG-SOURCES"	"dbg/sources"	"dbg"	"1285f9984f0b95057f218277ee79587070a375b5058432e50889550d15e997a2"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dbg/sources"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DIRS"	"dirs"	"dirs"	"f4ecc5063cbb7d6f1d4daeeb527ce651772e21edd2104ad1c03b4fb4aec95a91"	"opennt-mvdm-host"	"opennt-mvdm-support"	"dirs"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMD-C"	"dos/command/cmd.c"	"dos"	"9d0a773fcc8d7765b0fe3fe3750b5c9a29a596362f78a221161318fd83cc0262"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmd.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMD-H"	"dos/command/cmd.h"	"dos"	"ea707e7955198462f93a0e795ae1751d83749578e93653e9b0baf4594d069711"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmd.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDCONF-C"	"dos/command/cmdconf.c"	"dos"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdconf.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDDATA-C"	"dos/command/cmddata.c"	"dos"	"937c134e46b5c714b9106d85fd0250b88fca5958e69a1e60fdeab558d4f4f8d2"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmddata.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDDISP-C"	"dos/command/cmddisp.c"	"dos"	"2a906e7100da9db6f16bab91c767b149f28e63a0db2803297812a8e86d2b19d6"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmddisp.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDENV-C"	"dos/command/cmdenv.c"	"dos"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdenv.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDEXEC-C"	"dos/command/cmdexec.c"	"dos"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdexec.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDEXIT-C"	"dos/command/cmdexit.c"	"dos"	"3fb4616667b2b73f00ed56d5944a786be741f5db511e6f0d5f6a751593a418c9"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdexit.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDKEYB-C"	"dos/command/cmdkeyb.c"	"dos"	"b945cd4a072b592211f6427ee526b2ca47be05ac6bef9a33956105749d899eba"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdkeyb.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDKEYB-H"	"dos/command/cmdkeyb.h"	"dos"	"b83738295ed02d762748eef550058332078ce24b94ed76fd1a77c2eb8f77a361"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdkeyb.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDMISC-C"	"dos/command/cmdmisc.c"	"dos"	"1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdmisc.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDPIF-C"	"dos/command/cmdpif.c"	"dos"	"6d3aac795c1c6275695e0b4b72dcbdbf7206456f27e07a11bc28bf5ce3438a9b"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdpif.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDPIF-H"	"dos/command/cmdpif.h"	"dos"	"1c629826eba5a5437c481e8b4827298e5f178fa0eaa9ceaceb517cc80fe2e4c9"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdpif.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-CMDREDIR-C"	"dos/command/cmdredir.c"	"dos"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/cmdredir.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-MAKEFILE"	"dos/command/makefile"	"dos"	"b66643935981dd027785814b4a331353011be5d3a37000091accdeab15855221"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/makefile"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-COMMAND-SOURCES"	"dos/command/sources"	"dos"	"6663f3ed8585680b656ba840876bb36a8f1f795c389b2c2346d50bc1aab7dec8"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/command/sources"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEM-C"	"dos/dem/dem.c"	"dos"	"2573da2dbf964c5e75102145b031766113cfc4e914dc00f0d80fdc6d98f5a2de"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/dem.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEM-H"	"dos/dem/dem.h"	"dos"	"c9c4b4814e1b30ffad29a7716948ec7b6c0ade8f6ab2fbb9fd6998d358706e5a"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/dem.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMDASD-C"	"dos/dem/demdasd.c"	"dos"	"7438f5d4df1803664e66f16b7464d719c8e4341d1d9c2e7721ce7184bdf08942"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demdasd.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMDASD-H"	"dos/dem/demdasd.h"	"dos"	"de5bd5e437c17a34af71999e6e6e7c0e749d9d9da61bc5cc8420c0406e1a2c35"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demdasd.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMDATA-C"	"dos/dem/demdata.c"	"dos"	"366a350bc31579dc48764b81d28b26f4d2a5c69c66ec42d742ddaaf739e6a566"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demdata.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMDIR-C"	"dos/dem/demdir.c"	"dos"	"7013b557f8d89527e719484c032bcb3befe8bf6f79cbd7c97eae49c737e1b9ac"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demdir.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMDISP-C"	"dos/dem/demdisp.c"	"dos"	"7ea3a829e3f8aad2dfe644d101cabaff514de25909db937675fc323dfce8fe3c"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demdisp.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMERROR-C"	"dos/dem/demerror.c"	"dos"	"8c266cc5086f5bfb834f7d2054459f0a91b1789e90095e56ff363f77d409b64f"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demerror.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMFCB-C"	"dos/dem/demfcb.c"	"dos"	"2705fe134a825c3fbcb11594cf1aa23e858438a43d1de0c03e010930f921c670"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demfcb.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMFILE-C"	"dos/dem/demfile.c"	"dos"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demfile.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMGSET-C"	"dos/dem/demgset.c"	"dos"	"19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demgset.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMHNDL-C"	"dos/dem/demhndl.c"	"dos"	"5e951e14d7c88357dc25933b602cb756fbaf4cf47125a46d740135491b4eb958"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demhndl.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMIOCTL-C"	"dos/dem/demioctl.c"	"dos"	"6f480bf758d071b1fd2f76a137f892b77d1ea8d2d8ffb4690d395aedf5f733fa"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demioctl.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMLABEL-C"	"dos/dem/demlabel.c"	"dos"	"f77e781014ad34f6686fc3a94019bd82c995d7830ebd29f91dc358272ed30f22"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demlabel.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMLOCK-C"	"dos/dem/demlock.c"	"dos"	"7716ab3be08f3532a60e3b05b2214bf1f8cb9f66f362b5f7f555dc3cd2755a71"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demlock.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMMISC-C"	"dos/dem/demmisc.c"	"dos"	"19676fa5995555ec0b16c2923953b4e6236467dc42bf36cc7e746f45d0fcf912"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demmisc.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMMSG-C"	"dos/dem/demmsg.c"	"dos"	"1414099a0a5ad421440f101bbc6c669285141ab53bd9403b9ead4a6e4d9db2c8"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demmsg.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMMSG-H"	"dos/dem/demmsg.h"	"dos"	"de14973d8c9a5ee9e76111c52b687f30321955eef623b79a01345cdd78942e43"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demmsg.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DEMSRCH-C"	"dos/dem/demsrch.c"	"dos"	"2fb56aad4d35a02dec38e9202d41b94a25076428c3d9eb08211d89f890c896ee"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/demsrch.c"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-DOSDEF-H"	"dos/dem/dosdef.h"	"dos"	"82522742f0111cac59feadaba4c1216c39d72c9ac77473fb0061ad29e5b8a8a0"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/dosdef.h"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-MAKEFILE"	"dos/dem/makefile"	"dos"	"047a26e6fcfa2238cb3ad2c41d78c0a535727e3fb8c2624395f6fc40faf01439"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/makefile"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DEM-SOURCES"	"dos/dem/sources"	"dos"	"3f29e2e85499831847f03fc91fd246c668c5bd7d1c20eed8724c9a873e22d818"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dem/sources"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-DIRS"	"dos/dirs"	"dos"	"5a0081e87655230bb804813ada51fca1b5aa8f73594cf84dd08ad59dbd5d735a"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/dirs"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DOS-TEST-TEST-BAT"	"dos/test/test.bat"	"dos"	"90ee88ee2f64859d8ec7a32e50e90c29b1dc610aae48e5e00c50ff19c4df64c3"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dos/test/test.bat"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DOSX-EXE"	"dpmi/486/dosx.exe"	"dpmi"	"c5af29a29abf167b243daabf877459e8278b8c9a339bf8e1e2576ead5f6ceeff"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dosx.exe"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DOSX-MAP"	"dpmi/486/dosx.map"	"dpmi"	"778d93671de368b158b2140b719d1e5e0e7c053acc3af3b476eefed74399e4c7"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dosx.map"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DOSX-SYM"	"dpmi/486/dosx.sym"	"dpmi"	"704330b33da14c98eaa56df30fa9ffced83054161710082bdfbfa035acba8a12"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dosx.sym"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXBOOT-ASM"	"dpmi/486/dxboot.asm"	"dpmi"	"b22892c24496fdf6c88247c44fe90495475d1d9cbdafd6b0a3f5f3bd5dfd4077"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxboot.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXFUNC-ASM"	"dpmi/486/dxfunc.asm"	"dpmi"	"76a4b056349827b526f4cb7efbf308a0caf1ecf3136b77065e700d9865928eea"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxfunc.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXINT31-ASM"	"dpmi/486/dxint31.asm"	"dpmi"	"36add8e440b1f51a7353828d2af46ab23f503557649a670205981bc78b023aa1"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxint31.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXINTR-ASM"	"dpmi/486/dxintr.asm"	"dpmi"	"23b221750fd0e7525e508c7388df482ff3016694fdfc53801f320fcd18e6d4c0"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxintr.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXMAIN-ASM"	"dpmi/486/dxmain.asm"	"dpmi"	"e9635b14eab60c26bbc5b56dcb9221e2749266ee506b0b8de5ef1d4163fc8be5"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxmain.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXSTRT-ASM"	"dpmi/486/dxstrt.asm"	"dpmi"	"8c6a6b667cda46a1c1f75d2cd6f156704b82db5f35de3438eac698cd9ebb9874"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxstrt.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-486-DXUTIL-ASM"	"dpmi/486/dxutil.asm"	"dpmi"	"24a0a2417fcf2afa40de1c293ea28ef94ff479fa9224126afbda77a542ad6cb8"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/486/dxutil.asm"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-CMACROS-INC"	"dpmi/cmacros.inc"	"dpmi"	"c9846aff28f2da13380f13f99e92fab20b29f785aeb7778ac0a9bc6a47dd5652"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/cmacros.inc"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
"MVDM-T278-S1-DPMI-CMACROS-MAS"	"dpmi/cmacros.mas"	"dpmi"	"656035cc4c110fcd13c99fc77fd9e61f2afddd09eaa0b794fbbab4b9b58f7d34"	"opennt-mvdm-host"	"opennt-mvdm-host"	"dpmi/cmacros.mas"	"frozen-pre-move"	"m0-t274-s1-non-guest-mvdm-union-ledger.tsv selected primary/secondary SHA-256; current canonical mirror hash verified"
