"target_path"	"source_path"	"source_sha256"	"size_bytes"	"action"
"fonts/cga80857.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga80857.fon"	"66bb0ea0706867d0b6d88676c9b286211b7b13c955b4c38fe6c53d41680722b5"	"2745"	"already-identical"
"fonts/cga80866.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga80866.fon"	"62bf8f0faf2eb756308ff5bfd35d386b36c57c04972fc4fa4f028091e15f2e5c"	"3097"	"already-identical"
"fonts/cga80869.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\cga80869.fon"	"a1f1c479b7476bf5de8a0625503a4ed9bd93b6de594b9bbd91dc6f167cd61410"	"3111"	"already-identical"
"fonts/dos737.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\dos737.fon"	"db45dee073fd4e9ea808b23066923ee7234f201213fc8b971e548acc4eb3ab28"	"15892"	"already-identical"
"fonts/dos869.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\dos869.fon"	"7a02637c46fdbcd37ae45ffac1bb4e64e211ea7d35d706f764ca90f363554548"	"16369"	"already-identical"
"fonts/ega40737.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega40737.fon"	"2193751df9e228eefe7b45e203940384e06d1b2f46fa50bf3922f9ec99dc8e4c"	"3943"	"already-identical"
"fonts/ega40852.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega40852.fon"	"224ed3deb909fddcc8f62730734989f3c957dd116d9ef8fcbb1e1454fa7e2aed"	"4013"	"already-identical"
"fonts/ega40857.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega40857.fon"	"0a17519ac31c85d6a30764d84a6987d08e670bc64774a55cd70c21670a0c6020"	"3693"	"already-identical"
"fonts/ega40866.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega40866.fon"	"4c19e883916a50dd9b8b88cb16695e4a0c0e8b5b59e83e561c03f0bf747e4e63"	"4091"	"already-identical"
"fonts/ega40869.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega40869.fon"	"2193751df9e228eefe7b45e203940384e06d1b2f46fa50bf3922f9ec99dc8e4c"	"3943"	"already-identical"
"fonts/ega80737.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega80737.fon"	"577c24b715c88a32240e0af91ad32755f589e9f274f7736aac6056cb11f495e1"	"3320"	"already-identical"
"fonts/ega80852.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega80852.fon"	"4cfdd7f22001f4cace10776ac2110d800e31c5a2c23737d78b46b9cfe1d86fad"	"3234"	"already-identical"
"fonts/ega80857.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega80857.fon"	"49e22e1c3bc9edf2026afbea5ee7b8a2cb4baf1d5b2424d2ff92c8d26fadf26e"	"2914"	"already-identical"
"fonts/ega80866.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega80866.fon"	"f0cafc12600590e3ae2b92dd4ab3286ad8bab6d8c6f254c3d8b11ec6367c86b9"	"3262"	"already-identical"
"fonts/ega80869.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\ega80869.fon"	"ef744037ab220fdc2b11a9f65a985cc9d6131e0a0f28ff346a7f0eda7a0bcb0a"	"3355"	"already-identical"
"fonts/sserifee.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\sserifee.fon"	"061b1ea239e3e29408a7d3bc8d6b0275b501cb8432755c8523f9647ddd4237ee"	"22096"	"already-identical"
"fonts/sserifeg.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\sserifeg.fon"	"a26dc4fc50c9b2bed73a07ed98e4ddcd26fe90395fff5baa733d4103968dd5d9"	"22080"	"already-identical"
"fonts/sserifer.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\sserifer.fon"	"183c9c62353f3af6f2d40ec8ebcb8e4ed159cf2a31bc1cfb084b8f013db16f5f"	"23420"	"already-identical"
"fonts/sserifet.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\sserifet.fon"	"e5a7dd835a05a5296947f0e0d36d0401b632a40238b18ac3794b3b8f488beecb"	"21406"	"already-identical"
"fonts/vga737.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vga737.fon"	"e36fcd5763aff69021177a3fad66ba7b79ee889e888967bdc2fa7b6845ec4b3b"	"3170"	"already-identical"
"fonts/vga852.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vga852.fon"	"c0a2e36b551c8c342c22406f4e4edda5b3bda9cab17b35ca40a73df078037ecd"	"3317"	"already-identical"
"fonts/vga857.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vga857.fon"	"71f1c3ee2dfd72c8a0d5dc11f1b7f15eeaf5a4d7f9df1156a155b1680d47e3e9"	"2912"	"already-identical"
"fonts/vga866.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vga866.fon"	"41addc4a9d416a59e9f4090edd7bd595604d77fba27867384590d35a7bbe4cef"	"3310"	"already-identical"
"fonts/vga869.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vga869.fon"	"e2651fe72a321367aef3dce9bb27d44c92b05ac2f0b79ed647dd2235b76f581b"	"3210"	"already-identical"
"fonts/vgafixe.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgafixe.fon"	"55e50f6fad7d800f6018adc95f440d469864382934594bb757a1e8aa3cb0e257"	"2885"	"already-identical"
"fonts/vgafixg.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgafixg.fon"	"b1546c96b9a710dce5c5258522ba82178d8875f17c8046d741b3c42f36ca5ff6"	"2465"	"already-identical"
"fonts/vgafixr.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgafixr.fon"	"ee7a4cb553689445b9f5210fdd40c5638694a1100d0898fcfa6359c155f34f43"	"3010"	"already-identical"
"fonts/vgafixt.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgafixt.fon"	"1ef1dd3c452a06002da0d8a26f2851e1930cc917184455dfe302f2de6da08199"	"2457"	"already-identical"
"fonts/vgasyse.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgasyse.fon"	"1e132806cd260349dc68d6f21e140f8a78c53caedc9c97ea8cc2f193e9364b52"	"3152"	"already-identical"
"fonts/vgasysg.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgasysg.fon"	"2dd9377ea834bf604ce0b6128a7e841e042c3adc35729e625eca7d11b53837e6"	"2796"	"already-identical"
"fonts/vgasysr.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgasysr.fon"	"49b4a2be63c8c397e8ff7b1c85342adff4a3297ea4bfe42d6415e6849c5ba0b7"	"3335"	"already-identical"
"fonts/vgasyst.fon"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\fonts\vgasyst.fon"	"ef6d568597e943d24d91dddebaf3024712b4420a54deb4863d2788b91aba2ebc"	"2755"	"already-identical"
"inc/dosx.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\inc\dosx.inc"	"d2f87a195d293a81876c98a28207c6dce5a2f2bfd62a253221c9aee53ce1f815"	"1394"	"already-identical"
"inc/int31.inc"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\wow16\inc\int31.inc"	"e837dab04683661e6401af9ee0a7693bbb3906a9225c0359d820cde09b096bdd"	"2852"	"already-identical"
