"file_id"	"target_path"	"package_root"	"file_kind"	"selection"	"selected_source_path"	"selected_source_sha256"	"mirror_identity"	"composition_class"	"build_profile_state"	"divergence_or_exclusion_id"	"final_non_recovery_reason"	"evidence"
"MVDM-FILE-0020"	"dos/command/cmdconf.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0021"	"dos/command/cmddata.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmddata.c"	"937c134e46b5c714b9106d85fd0250b88fca5958e69a1e60fdeab558d4f4f8d2"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0022"	"dos/command/cmddisp.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmddisp.c"	"2a906e7100da9db6f16bab91c767b149f28e63a0db2803297812a8e86d2b19d6"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0023"	"dos/command/cmdenv.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0024"	"dos/command/cmdexec.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0025"	"dos/command/cmdexit.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdexit.c"	"3fb4616667b2b73f00ed56d5944a786be741f5db511e6f0d5f6a751593a418c9"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0026"	"dos/command/cmdkeyb.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdkeyb.c"	"b945cd4a072b592211f6427ee526b2ca47be05ac6bef9a33956105749d899eba"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0027"	"dos/command/cmdkeyb.h"	"dos"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdkeyb.h"	"b83738295ed02d762748eef550058332078ce24b94ed76fd1a77c2eb8f77a361"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdmisc.c"	"1ca036932368a0d0bf1848b078cc80cd66e67a4cc46ad26a0c1b236fe40f4281"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0029"	"dos/command/cmdpif.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdpif.c"	"6d3aac795c1c6275695e0b4b72dcbdbf7206456f27e07a11bc28bf5ce3438a9b"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0030"	"dos/command/cmdpif.h"	"dos"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdpif.h"	"1c629826eba5a5437c481e8b4827298e5f178fa0eaa9ceaceb517cc80fe2e4c9"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0032"	"dos/command/makefile"	"dos"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\makefile"	"b66643935981dd027785814b4a331353011be5d3a37000091accdeab15855221"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0033"	"dos/command/sources"	"dos"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\command\sources"	"6663f3ed8585680b656ba840876bb36a8f1f795c389b2c2346d50bc1aab7dec8"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\dem.c"	"2573da2dbf964c5e75102145b031766113cfc4e914dc00f0d80fdc6d98f5a2de"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0035"	"dos/dem/dem.h"	"dos"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\dem.h"	"c9c4b4814e1b30ffad29a7716948ec7b6c0ade8f6ab2fbb9fd6998d358706e5a"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdasd.c"	"7438f5d4df1803664e66f16b7464d719c8e4341d1d9c2e7721ce7184bdf08942"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0037"	"dos/dem/demdasd.h"	"dos"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdasd.h"	"de5bd5e437c17a34af71999e6e6e7c0e749d9d9da61bc5cc8420c0406e1a2c35"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0038"	"dos/dem/demdata.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdata.c"	"366a350bc31579dc48764b81d28b26f4d2a5c69c66ec42d742ddaaf739e6a566"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0039"	"dos/dem/demdir.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdir.c"	"7013b557f8d89527e719484c032bcb3befe8bf6f79cbd7c97eae49c737e1b9ac"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0040"	"dos/dem/demdisp.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdisp.c"	"7ea3a829e3f8aad2dfe644d101cabaff514de25909db937675fc323dfce8fe3c"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0041"	"dos/dem/demerror.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demerror.c"	"8c266cc5086f5bfb834f7d2054459f0a91b1789e90095e56ff363f77d409b64f"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0042"	"dos/dem/demfcb.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demfcb.c"	"2705fe134a825c3fbcb11594cf1aa23e858438a43d1de0c03e010930f921c670"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0043"	"dos/dem/demfile.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0044"	"dos/dem/demgset.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demgset.c"	"19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0045"	"dos/dem/demhndl.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demhndl.c"	"5e951e14d7c88357dc25933b602cb756fbaf4cf47125a46d740135491b4eb958"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0046"	"dos/dem/demioctl.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demioctl.c"	"6f480bf758d071b1fd2f76a137f892b77d1ea8d2d8ffb4690d395aedf5f733fa"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0047"	"dos/dem/demlabel.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demlabel.c"	"f77e781014ad34f6686fc3a94019bd82c995d7830ebd29f91dc358272ed30f22"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0048"	"dos/dem/demlock.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demlock.c"	"7716ab3be08f3532a60e3b05b2214bf1f8cb9f66f362b5f7f555dc3cd2755a71"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demmisc.c"	"19676fa5995555ec0b16c2923953b4e6236467dc42bf36cc7e746f45d0fcf912"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0050"	"dos/dem/demmsg.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demmsg.c"	"1414099a0a5ad421440f101bbc6c669285141ab53bd9403b9ead4a6e4d9db2c8"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0051"	"dos/dem/demmsg.h"	"dos"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demmsg.h"	"de14973d8c9a5ee9e76111c52b687f30321955eef623b79a01345cdd78942e43"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0052"	"dos/dem/demsrch.c"	"dos"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demsrch.c"	"2fb56aad4d35a02dec38e9202d41b94a25076428c3d9eb08211d89f890c896ee"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0053"	"dos/dem/dosdef.h"	"dos"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\dosdef.h"	"82522742f0111cac59feadaba4c1216c39d72c9ac77473fb0061ad29e5b8a8a0"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0054"	"dos/dem/makefile"	"dos"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\makefile"	"047a26e6fcfa2238cb3ad2c41d78c0a535727e3fb8c2624395f6fc40faf01439"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0055"	"dos/dem/sources"	"dos"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\sources"	"3f29e2e85499831847f03fc91fd246c668c5bd7d1c20eed8724c9a873e22d818"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0056"	"dos/dirs"	"dos"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dirs"	"5a0081e87655230bb804813ada51fca1b5aa8f73594cf84dd08ad59dbd5d735a"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0057"	"dos/test/test.bat"	"dos"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\test\test.bat"	"90ee88ee2f64859d8ec7a32e50e90c29b1dc610aae48e5e00c50ff19c4df64c3"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0058"	"dpmi/486/dosx.exe"	"dpmi"	"resource-or-other"	"opennt-4.5-one-sided"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dpmi\486\dosx.exe"	"c5af29a29abf167b243daabf877459e8278b8c9a339bf8e1e2576ead5f6ceeff"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0059"	"dpmi/486/dosx.map"	"dpmi"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dosx.map"	"778d93671de368b158b2140b719d1e5e0e7c053acc3af3b476eefed74399e4c7"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0060"	"dpmi/486/dosx.sym"	"dpmi"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dosx.sym"	"704330b33da14c98eaa56df30fa9ffced83054161710082bdfbfa035acba8a12"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0061"	"dpmi/486/dxboot.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxboot.asm"	"b22892c24496fdf6c88247c44fe90495475d1d9cbdafd6b0a3f5f3bd5dfd4077"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0062"	"dpmi/486/dxfunc.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxfunc.asm"	"76a4b056349827b526f4cb7efbf308a0caf1ecf3136b77065e700d9865928eea"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0063"	"dpmi/486/dxint31.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxint31.asm"	"36add8e440b1f51a7353828d2af46ab23f503557649a670205981bc78b023aa1"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0064"	"dpmi/486/dxintr.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxintr.asm"	"23b221750fd0e7525e508c7388df482ff3016694fdfc53801f320fcd18e6d4c0"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0065"	"dpmi/486/dxmain.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxmain.asm"	"e9635b14eab60c26bbc5b56dcb9221e2749266ee506b0b8de5ef1d4163fc8be5"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0066"	"dpmi/486/dxstrt.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxstrt.asm"	"8c6a6b667cda46a1c1f75d2cd6f156704b82db5f35de3438eac698cd9ebb9874"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0067"	"dpmi/486/dxutil.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\486\dxutil.asm"	"24a0a2417fcf2afa40de1c293ea28ef94ff479fa9224126afbda77a542ad6cb8"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0068"	"dpmi/cmacros.inc"	"dpmi"	"declaration"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\cmacros.inc"	"c9846aff28f2da13380f13f99e92fab20b29f785aeb7778ac0a9bc6a47dd5652"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0069"	"dpmi/cmacros.mas"	"dpmi"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\cmacros.mas"	"656035cc4c110fcd13c99fc77fd9e61f2afddd09eaa0b794fbbab4b9b58f7d34"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0070"	"dpmi/dosx.def"	"dpmi"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\dosx.def"	"8ece5c5cf5fa3710604c3a4b5aa0080e184d1bd9a744a53a9129797d2a9390b5"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0071"	"dpmi/dosx.lnk"	"dpmi"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\dosx.lnk"	"294893f0d548dd310970671da9f2355e1a2571b6b4d9382c5629411a9e1de2e8"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0072"	"dpmi/dosxi.lnk"	"dpmi"	"resource-or-other"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\dosxi.lnk"	"19725d558d71bf211eff167d98d7d8fb74aae259d46fd25f6ac9b992d7b852a6"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0073"	"dpmi/dxboot.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\dxboot.asm"	"4ce5af62219684927a434ca9fd515a19e6beec5c8661662bfa3bae0db8782fb8"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0074"	"dpmi/dxbug.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\dxbug.asm"	"a05fe8e046622d798e924bde43bb026cab726f4e44512e19a821b661211c0e33"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
"MVDM-FILE-0075"	"dpmi/dxdisk.asm"	"dpmi"	"source"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dpmi\dxdisk.asm"	"c1cb4a2568c56b1c12c028a0b296a3ae3e6d81407096909c37f720116e24e550"	"byte-exact-verified"	"unreviewed"	"unreviewed"	""	""	"m0-t276-s1-file-identity-taxonomy-001.md"
