architecture	library	object	caller	linker_symbol	normalized_symbol	occurrences	source_first_disposition	source_candidates	binding_rule
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_FileFindReset"	"_NtVdmControl"	"NtVdmControl"	"1"	"adapter-win32-or-host-boundary"	""	"modern public Win32/NT facade or named OpenNT host boundary required; do not invent a replacement in SoftPC"
"x86"	"original-softpc-host-roots.lib"	"nt_event.obj"	"_nt_event_loop"	"_NtWaitForMultipleObjects"	"NtWaitForMultipleObjects"	"1"	"adapter-win32-or-host-boundary"	""	"modern public Win32/NT facade or named OpenNT host boundary required; do not invent a replacement in SoftPC"
"x86"	"original-softpc-host-roots.lib"	"nt_ntfun.obj"	""	"_NtWaitForMultipleObjects"	"NtWaitForMultipleObjects"	"1"	"adapter-win32-or-host-boundary"	""	"modern public Win32/NT facade or named OpenNT host boundary required; do not invent a replacement in SoftPC"
"x86"	"original-softpc-host-roots.lib"	"nt_error.obj"	""	"_opennt_support_current_teb@0"	"opennt_support_current_teb"	"1"	"adapter-win32-or-host-boundary"	""	"modern public Win32/NT facade or named OpenNT host boundary required; do not invent a replacement in SoftPC"
"x86"	"original-softpc-host-roots.lib"	"nt_fdisk.obj"	""	"_opennt_support_current_teb@0"	"opennt_support_current_teb"	"1"	"adapter-win32-or-host-boundary"	""	"modern public Win32/NT facade or named OpenNT host boundary required; do not invent a replacement in SoftPC"
"x86"	"original-softpc-host-roots.lib"	"nt_rflop.obj"	"_nt_rdiskette_open_drive"	"_opennt_support_current_teb@0"	"opennt_support_current_teb"	"1"	"adapter-win32-or-host-boundary"	""	"modern public Win32/NT facade or named OpenNT host boundary required; do not invent a replacement in SoftPC"
"x86"	"original-ccpu386.lib"	"sasCdef.obj"	""	"_c_sas_touch"	"c_sas_touch"	"1"	"debugbreak-patch-default"	""	"fmstubs.c preserves its original immediate debugger-break default through __debugbreak() on both x86 and x64; no replacement implementation is retained"
"x86"	"original-ccpu386.lib"	"sasCdef.obj"	""	"_c_VirtualiseInstruction"	"c_VirtualiseInstruction"	"1"	"debugbreak-patch-default"	""	"fmstubs.c preserves its original immediate debugger-break default through __debugbreak() on both x86 and x64; no replacement implementation is retained"
"x86"	"original-ccpu386.lib"	"c_main.obj"	"_ccpu"	"_EDL_fast_bop"	"EDL_fast_bop"	"1"	"debugbreak-patch-default"	""	"fmstubs.c preserves its original immediate debugger-break default through __debugbreak() on both x86 and x64; no replacement implementation is retained"
"x86"	"original-softpc-host-roots.lib"	"nt_mem.obj"	"_VdmAddVirtualMemory"	"_VdmSetPhysRecStructs"	"VdmSetPhysRecStructs"	"1"	"debugbreak-patch-default"	""	"fmstubs.c preserves its original immediate debugger-break default through __debugbreak() on both x86 and x64; no replacement implementation is retained"
"x86"	"original-softpc-host-roots.lib"	"nt_hosts.obj"	"_CreateDisplayPalette"	"__imp__CreatePalette@4"	"imp__CreatePalette"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdkeyb.obj"	"_cmdGetKbdLayout"	"__imp__GetConsoleKeyboardLayoutNameA@4"	"imp__GetConsoleKeyboardLayoutNameA"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_hosts.obj"	"_init_host_uis"	"__imp__SelectPalette@12"	"imp__SelectPalette"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_graph.obj"	"_set_the_vlt"	"__imp__SetPaletteEntries@16"	"imp__SetPaletteEntries"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_eoi.obj"	"_BlockWOWIdle"	"_ActivityCheckAfterTimeSlice"	"ActivityCheckAfterTimeSlice"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_unix.obj"	""	"_ActivityCheckAfterTimeSlice"	"ActivityCheckAfterTimeSlice"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-video.lib"	"ga_glue.obj"	"_glue_b_write"	"_C_vid_writes"	"C_vid_writes"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_mouse.obj"	"_MouseAttachMenuItem"	"_ConsoleMenuControl"	"ConsoleMenuControl"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-video.lib"	"ga_glue.obj"	"_glue_b_fill"	"_Count"	"Count"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demdir.obj"	"_demCreateDir"	"_CreateDirectoryOem@8"	"CreateDirectoryOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	""	"_CreateFileOem@28"	"CreateFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	""	"_CreateFileOem@28"	"CreateFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	"_demLoadDos"	"_CreateFileOem@28"	"CreateFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_bop.obj"	"_MS_bop_6"	"_DBGDispatch"	"DBGDispatch"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	"_demInputString"	"_DbgPrompt"	"DbgPrompt"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	""	"_DeleteFileOem@4"	"DeleteFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_demDelete"	"_DeleteFileOem@4"	"DeleteFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_bop.obj"	"_MS_bop_3"	"_DpmiDispatch"	"DpmiDispatch"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-video.lib"	"ga_glue.obj"	"_glue_b_write"	"_Ead"	"Ead"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_pif.obj"	"_GetPIFConfigFiles"	"_ExpandEnvironmentStringsOem@12"	"ExpandEnvironmentStringsOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	"_demDeleteFCB"	"_FindFirstFileOem@8"	"FindFirstFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	"_demDeleteFCB"	"_FindNextFileOem@8"	"FindNextFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	"_demGetComputerName"	"_GetComputerNameOem@8"	"GetComputerNameOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_event.obj"	"_nt_event_loop"	"_GetConsoleInputWaitHandle"	"GetConsoleInputWaitHandle"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	"_demGetDiskFreeSpace"	"_GetDiskFreeSpaceOem@20"	"GetDiskFreeSpaceOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdmisc.obj"	""	"_GetDriveTypeOem@4"	"GetDriveTypeOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	""	"_GetDriveTypeOem@4"	"GetDriveTypeOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demioctl.obj"	"_demIOCTL"	"_GetDriveTypeOem@4"	"GetDriveTypeOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdenv.obj"	"_cmdGetEnvironmentVariable"	"_GetEnvironmentVariableOem@12"	"GetEnvironmentVariableOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdmisc.obj"	""	"_GetEnvironmentVariableOem@12"	"GetEnvironmentVariableOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdpif.obj"	""	"_GetFileAttributesOem@4"	"GetFileAttributesOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demdir.obj"	""	"_GetFileAttributesOem@4"	"GetFileAttributesOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	""	"_GetFileAttributesOem@4"	"GetFileAttributesOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_demChMod"	"_GetFileAttributesOem@4"	"GetFileAttributesOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdpif.obj"	""	"_GetFullPathNameOem@16"	"GetFullPathNameOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	"_SignalSegmentNotice"	"_GetFullPathNameOem@16"	"GetFullPathNameOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdpif.obj"	"_cmdCheckForPIF"	"_GetShortPathNameOem@12"	"GetShortPathNameOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	""	"_GetVolumeInformationOem@32"	"GetVolumeInformationOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	""	"_GetVolumeInformationOem@32"	"GetVolumeInformationOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_FillFcbVolume"	"_GetVolumeInformationOem@32"	"GetVolumeInformationOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-disks.lib"	"fdisk.obj"	""	"_host_delays"	"host_delays"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-disks.lib"	"fla.obj"	"_fdc_command_completed"	"_host_delays"	"host_delays"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_cga.obj"	""	"_InvalidateConsoleDIBits@8"	"InvalidateConsoleDIBits"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_ega.obj"	""	"_InvalidateConsoleDIBits@8"	"InvalidateConsoleDIBits"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_vga.obj"	"_nt_vga_graph_std"	"_InvalidateConsoleDIBits@8"	"InvalidateConsoleDIBits"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	"_SignalSegmentNotice"	"_ModuleFree"	"ModuleFree"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	"_SignalSegmentNotice"	"_ModuleLoad"	"ModuleLoad"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	"_SignalSegmentNotice"	"_ModuleSegmentMove"	"ModuleSegmentMove"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	""	"_MoveFileOem@8"	"MoveFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_demRename"	"_MoveFileOem@8"	"MoveFileOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdredir.obj"	"_cmdGetStdHandle"	"_mvdm_command_redirection_publish_handle"	"mvdm_command_redirection_publish_handle"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdredir.obj"	"_cmdGetStdHandle"	"_mvdm_command_redirection_resolve"	"mvdm_command_redirection_resolve"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdredir.obj"	"_cmdCheckCopyForRedirection"	"_mvdm_command_redirection_retire"	"mvdm_command_redirection_retire"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	""	"_mvdm_guest_location_acquire"	"mvdm_guest_location_acquire"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demhndl.obj"	""	"_mvdm_guest_location_acquire"	"mvdm_guest_location_acquire"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_demAcquireSearchDta"	"_mvdm_guest_location_acquire"	"mvdm_guest_location_acquire"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	"_demFCBIO"	"_mvdm_guest_location_acquire_far"	"mvdm_guest_location_acquire_far"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdmisc.obj"	"_cmdGetCurrentDir"	"_mvdm_guest_location_copy_to_guest"	"mvdm_guest_location_copy_to_guest"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_demAcquireSearchDta"	"_mvdm_guest_location_read_far"	"mvdm_guest_location_read_far"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	""	"_mvdm_guest_location_read_u16"	"mvdm_guest_location_read_u16"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_AddFFindEntry"	"_mvdm_guest_location_read_u16"	"mvdm_guest_location_read_u16"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_fdisk.obj"	""	"_mvdm_guest_location_read_u16"	"mvdm_guest_location_read_u16"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_rflop.obj"	""	"_mvdm_guest_location_read_u16"	"mvdm_guest_location_read_u16"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfcb.obj"	""	"_mvdm_guest_location_release"	"mvdm_guest_location_release"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	""	"_mvdm_guest_location_release"	"mvdm_guest_location_release"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demhndl.obj"	""	"_mvdm_guest_location_release"	"mvdm_guest_location_release"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_demFindFirst"	"_mvdm_guest_location_release"	"mvdm_guest_location_release"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-command.lib"	"cmdmisc.obj"	""	"_mvdm_guest_location_set_real_mode"	"mvdm_guest_location_set_real_mode"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demgset.obj"	"_demSetDTALocation"	"_mvdm_guest_location_set_real_mode"	"mvdm_guest_location_set_real_mode"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_FreeFFindEntry"	"_mvdm_host_identity_lookup"	"mvdm_host_identity_lookup"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_demFileFindFirst"	"_mvdm_host_identity_publish"	"mvdm_host_identity_publish"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_FreeFFindEntry"	"_mvdm_host_identity_release"	"mvdm_host_identity_release"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demsrch.obj"	"_demFileFindNext"	"_mvdm_host_identity_resolve"	"mvdm_host_identity_resolve"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_mem.obj"	"_VdmAddVirtualMemory"	"_mvdm_softpc_physical_mapping_cancel"	"mvdm_softpc_physical_mapping_cancel"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_mem.obj"	"_VdmAddVirtualMemory"	"_mvdm_softpc_physical_mapping_prepare"	"mvdm_softpc_physical_mapping_prepare"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-ccpu386.lib"	"ccpusas4.obj"	"_c_GetPhyAdd"	"_mvdm_softpc_physical_mapping_resolve"	"mvdm_softpc_physical_mapping_resolve"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_VDDAllocateDosHandle"	"_mvdm_vdd_sft_shadow_allocate"	"mvdm_vdd_sft_shadow_allocate"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_VDDAssociateNtHandle"	"_mvdm_vdd_sft_shadow_associate"	"mvdm_vdd_sft_shadow_associate"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_VDDReleaseDosHandle"	"_mvdm_vdd_sft_shadow_commit"	"mvdm_vdd_sft_shadow_commit"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_VDDReleaseDosHandle"	"_mvdm_vdd_sft_shadow_discard"	"mvdm_vdd_sft_shadow_discard"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demfile.obj"	"_VDDReleaseDosHandle"	"_mvdm_vdd_sft_shadow_retrieve"	"mvdm_vdd_sft_shadow_retrieve"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-xms.lib"	"xmsumb.obj"	"_xmsInitUMB"	"_mvdm_xms_himem_a20_state_bind"	"mvdm_xms_himem_a20_state_bind"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-xms.lib"	"xmsa20.obj"	"_xmsDisableA20Wrapping"	"_mvdm_xms_himem_a20_state_write"	"mvdm_xms_himem_a20_state_write"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demdasd.obj"	"_demFloppyInit"	"_OutputDebugStringOem@4"	"OutputDebugStringOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demdisp.obj"	""	"_OutputDebugStringOem@4"	"OutputDebugStringOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demmisc.obj"	""	"_OutputDebugStringOem@4"	"OutputDebugStringOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_event.obj"	"_nt_event_loop"	"_ReadConsoleInputExW@20"	"ReadConsoleInputExW"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_det.obj"	"_doNullRegister"	"_RegisterConsoleVDM"	"RegisterConsoleVDM"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-softpc-host-roots.lib"	"nt_fulsc.obj"	""	"_RegisterConsoleVDM"	"RegisterConsoleVDM"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
"x86"	"original-mvdm-dem.lib"	"demdir.obj"	"_demDeleteDir"	"_RemoveDirectoryOem@4"	"RemoveDirectoryOem"	"1"	"exact-owner-review"	""	"no selected original definition found by the current zero-degree ledger; preserve unresolved form for source-first follow-up"
