"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"lexical_external_families"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-0068"	"dpmi/cmacros.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/cmacros.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0069"	"dpmi/cmacros.mas"	"resource-or-other"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/cmacros.mas; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0070"	"dpmi/dosx.def"	"resource-or-other"	"historical-dosx-build-or-localization-input"	"opennt-guest-dos"	"tools/opennt; opennt-guest-dos artifact provenance"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX build/link/localization control input; evidence only until historical guest build is admitted"	"build-or-artifact-evidence-only"	"provisional-not-enabled"	"dpmi/dosx.def; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0071"	"dpmi/dosx.lnk"	"resource-or-other"	"historical-dosx-build-or-localization-input"	"opennt-guest-dos"	"tools/opennt; opennt-guest-dos artifact provenance"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX build/link/localization control input; evidence only until historical guest build is admitted"	"build-or-artifact-evidence-only"	"provisional-not-enabled"	"dpmi/dosx.lnk; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0072"	"dpmi/dosxi.lnk"	"resource-or-other"	"historical-dosx-build-or-localization-input"	"opennt-guest-dos"	"tools/opennt; opennt-guest-dos artifact provenance"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX build/link/localization control input; evidence only until historical guest build is admitted"	"build-or-artifact-evidence-only"	"provisional-not-enabled"	"dpmi/dosxi.lnk; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0073"	"dpmi/dxboot.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxboot.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0074"	"dpmi/dxbug.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxbug.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0075"	"dpmi/dxdisk.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxdisk.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0076"	"dpmi/dxdma.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxdma.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0077"	"dpmi/dxemm.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxemm.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0078"	"dpmi/dxemm2.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxemm2.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0079"	"dpmi/dxend.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxend.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0080"	"dpmi/dxendpm.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxendpm.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0081"	"dpmi/dxfind.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxfind.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0082"	"dpmi/dxfunc.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxfunc.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0083"	"dpmi/dxhpbios.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxhpbios.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0084"	"dpmi/dxini.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxini.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0085"	"dpmi/dxint31.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxint31.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0086"	"dpmi/dxintr.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxintr.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0087"	"dpmi/dxmain.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxmain.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0088"	"dpmi/dxmmgr.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxmmgr.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0089"	"dpmi/dxmsg.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxmsg.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0090"	"dpmi/dxnetbio.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxnetbio.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0091"	"dpmi/dxoem.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxoem.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0092"	"dpmi/dxrom.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/dxrom.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0093"	"dpmi/dxrom.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/dxrom.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0094"	"dpmi/dxstrt.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxstrt.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0095"	"dpmi/dxutil.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxutil.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0096"	"dpmi/dxvcpi.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxvcpi.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0097"	"dpmi/dxvcpi.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/dxvcpi.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0098"	"dpmi/dxvcpibt.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/dxvcpibt.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0099"	"dpmi/gendefs.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/gendefs.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0100"	"dpmi/hostdata.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/hostdata.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0101"	"dpmi/interupt.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/interupt.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0102"	"dpmi/makefile"	"resource-or-other"	"historical-dosx-build-or-localization-input"	"opennt-guest-dos"	"tools/opennt; opennt-guest-dos artifact provenance"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX build/link/localization control input; evidence only until historical guest build is admitted"	"build-or-artifact-evidence-only"	"provisional-not-enabled"	"dpmi/makefile; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0103"	"dpmi/migrate.bat"	"resource-or-other"	"historical-dosx-build-or-localization-input"	"opennt-guest-dos"	"tools/opennt; opennt-guest-dos artifact provenance"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX build/link/localization control input; evidence only until historical guest build is admitted"	"build-or-artifact-evidence-only"	"provisional-not-enabled"	"dpmi/migrate.bat; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0104"	"dpmi/mk.cmd"	"resource-or-other"	"historical-dosx-build-or-localization-input"	"opennt-guest-dos"	"tools/opennt; opennt-guest-dos artifact provenance"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX build/link/localization control input; evidence only until historical guest build is admitted"	"build-or-artifact-evidence-only"	"provisional-not-enabled"	"dpmi/mk.cmd; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0105"	"dpmi/netbios.inc"	"declaration"	"historical-dosx-guest-declaration-or-macro"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original DOSX guest interface/macro/layout evidence; retain with the guest package and do not translate it into a host ABI"	"guest-declaration prerequisite"	"provisional-not-enabled"	"dpmi/netbios.inc; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0106"	"dpmi/ntintr32.asm"	"source"	"historical-dosx-alternate-or-gated-guest-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"original alternate, optional or non-selected DOSX guest body; preserve source and build-gate evidence without host composition"	"guest-profile-gated source evidence"	"provisional-not-enabled"	"dpmi/ntintr32.asm; dpmi/makefile; dpmi/dosxi.lnk"
"MVDM-FILE-0107"	"dpmi/ntnpxem.asm"	"source"	"historical-dosx-guest-provider-body"	"opennt-guest-dos"	"opennt-guest-dos; adapter-bop; adapter-softpc; adapter-vdm-monitor; adapter-bochs; session mapping manager"	"DPMI protected-mode/LDT/exception/memory; BIOS/interrupt reflector; BOP/WOW/SoftPC forms"	"selected by original DOSX 486 object list; 16-bit DPMI provider/interrupt-reflector guest body, retained as a whole guest-product recovery unit"	"guest-provider package prerequisite; no host composition"	"provisional-not-enabled"	"dpmi/ntnpxem.asm; dpmi/makefile; dpmi/dosxi.lnk"
