candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	selected_definition_identity	call_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	next_disposition
"MVDM-FIRST-REBASELINED-000578"	"GetCurDir"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1430"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000580"	"AllocateMemoryBlock"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1469"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"ifdef:NT_ALLOC_DOS_MEM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000582"	"FreeMemoryBlock"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1513"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"ifdef:NT_ALLOC_DOS_MEM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000584"	"ResizeMemoryBlock"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1558"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"ifdef:NT_ALLOC_DOS_MEM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000587"	"LoadExec"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1731"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000590"	"FindFirstFileHandle"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1826"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000593"	"FindNextFileHandle"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1880"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000594"	"SetPSP"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1932"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000595"	"GetPSP"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"1977"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000597"	"TranslateBPB"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2006"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000598"	"RenameFile"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2054"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000599"	"CreateTempFile"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2114"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000602"	"Func5Fh"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2293"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000607"	"ReturnDSSI"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2368"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000612"	"GetExtendedCountryInfo"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2453"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000613"	"MapASCIIZDSSI"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2495"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000614"	"MapDSDXLenCX"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2575"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000615"	"IOCTLMap2Bytes"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2628"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000617"	"IOCTLBlockDevs"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2733"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000618"	"IoctlReadWriteTrack"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2773"	"DpmiAllocateBuffer"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/buffer.c|6123c2acefa990be5bf87600a232a32feb1b7435ea0c2f346aa174b56ca37abc|346"	"1"	"1"	"1"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000619"	"IoctlReadWriteTrack"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2793"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000620"	"IoctlReadWriteTrack"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2900"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000621"	"MapDPL"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2953"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000622"	"GetMachineName"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"3005"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000623"	"GetPrinterSetup"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"3058"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000624"	"SetPrinterSetup"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"3110"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
