candidate_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	call_form	internal_resolution	prior_semantic_disposition	initial_first_degree_status	boundary
"MVDM-FIRST-CANDIDATE-000011"	"MVDM-ZERO-DEFINITION-000132"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"69"	"cmdGetConfigSys"	"RtlAnsiStringToUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000012"	"MVDM-ZERO-DEFINITION-000132"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"74"	"cmdGetConfigSys"	"RtlUnicodeStringToOemString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000013"	"MVDM-ZERO-DEFINITION-000132"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"77"	"cmdGetConfigSys"	"RtlFreeUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000014"	"MVDM-ZERO-DEFINITION-000133"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"105"	"cmdGetAutoexecBat"	"RtlInitAnsiString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000015"	"MVDM-ZERO-DEFINITION-000133"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"106"	"cmdGetAutoexecBat"	"RtlAnsiStringToUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000016"	"MVDM-ZERO-DEFINITION-000133"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"111"	"cmdGetAutoexecBat"	"RtlUnicodeStringToOemString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000017"	"MVDM-ZERO-DEFINITION-000133"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"114"	"cmdGetAutoexecBat"	"RtlFreeUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000018"	"MVDM-ZERO-DEFINITION-000136"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"210"	"ExpandConfigFiles"	"GetShortPathNameA"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000019"	"MVDM-ZERO-DEFINITION-000136"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"229"	"ExpandConfigFiles"	"GetFileSize"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000020"	"MVDM-ZERO-DEFINITION-000136"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"262"	"ExpandConfigFiles"	"GetShortPathNameA"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000021"	"MVDM-ZERO-DEFINITION-000136"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"479"	"ExpandConfigFiles"	"strtoul"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000022"	"MVDM-ZERO-DEFINITION-000136"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"485"	"ExpandConfigFiles"	"GetOEMCP"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000023"	"MVDM-ZERO-DEFINITION-000136"	"dos/command/cmdconf.c"	"32892c8c489bed9e4be8faed12e1bafbc6c580ba81a509425e8493de1e6ffc0a"	"545"	"ExpandConfigFiles"	"SetEndOfFile"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000024"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"45"	"cmdXformEnvironment"	"GetEnvironmentStringsW"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000025"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"64"	"cmdXformEnvironment"	"RtlCreateEnvironment"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000026"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"81"	"cmdXformEnvironment"	"wcschr"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000027"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"86"	"cmdXformEnvironment"	"RtlSetEnvironmentVariable"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000028"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"88"	"cmdXformEnvironment"	"RtlDestroyEnvironment"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000029"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"97"	"cmdXformEnvironment"	"_wcsnicmp"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000030"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"102"	"cmdXformEnvironment"	"RtlSetEnvironmentVariable"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000031"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"107"	"cmdXformEnvironment"	"RtlDestroyEnvironment"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000032"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"125"	"cmdXformEnvironment"	"RtlInitString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000033"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"135"	"cmdXformEnvironment"	"RtlOemStringToUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000034"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"137"	"cmdXformEnvironment"	"RtlDestroyEnvironment"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000035"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"140"	"cmdXformEnvironment"	"wcschr"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000036"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"145"	"cmdXformEnvironment"	"RtlSetEnvironmentVariable"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000037"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"146"	"cmdXformEnvironment"	"RtlFreeUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000038"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"148"	"cmdXformEnvironment"	"RtlDestroyEnvironment"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000039"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"158"	"cmdXformEnvironment"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000040"	"MVDM-ZERO-DEFINITION-000140"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"159"	"cmdXformEnvironment"	"RtlDestroyEnvironment"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000041"	"MVDM-ZERO-DEFINITION-000145"	"dos/command/cmdenv.c"	"afc71d306491fe6a7f8cd7356b8682176a33a05f3652bae735be079b3cd0a32b"	"679"	"cmdGetEnvironmentVariable"	"GetEnvironmentVariableOem"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000042"	"MVDM-ZERO-DEFINITION-000147"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"161"	"cmdCheckBinary"	"RtlInitString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000043"	"MVDM-ZERO-DEFINITION-000147"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"162"	"cmdCheckBinary"	"RtlOemStringToUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000044"	"MVDM-ZERO-DEFINITION-000147"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"164"	"cmdCheckBinary"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000045"	"MVDM-ZERO-DEFINITION-000147"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"167"	"cmdCheckBinary"	"RtlNtStatusToDosError"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000046"	"MVDM-ZERO-DEFINITION-000147"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"175"	"cmdCheckBinary"	"RtlFreeUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000047"	"MVDM-ZERO-DEFINITION-000147"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"178"	"cmdCheckBinary"	"RtlFreeAnsiString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000048"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"330"	"cmdCreateProcess"	"GetNextVDMCommand"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000049"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"344"	"cmdCreateProcess"	"SetStdHandle"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000050"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"347"	"cmdCreateProcess"	"SetStdHandle"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000051"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"350"	"cmdCreateProcess"	"SetStdHandle"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000052"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"363"	"cmdCreateProcess"	"RtlInitString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000053"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"364"	"cmdCreateProcess"	"RtlOemStringToUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000054"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"366"	"cmdCreateProcess"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000055"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"367"	"cmdCreateProcess"	"RtlFreeUnicodeString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000056"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"370"	"cmdCreateProcess"	"RtlNtStatusToDosError"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000057"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"398"	"cmdCreateProcess"	"SetStdHandle"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000058"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"401"	"cmdCreateProcess"	"SetStdHandle"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000059"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"404"	"cmdCreateProcess"	"SetStdHandle"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000060"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"407"	"cmdCreateProcess"	"ResumeThread"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000061"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"409"	"cmdCreateProcess"	"GetExitCodeProcess"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000062"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"415"	"cmdCreateProcess"	"RtlFreeAnsiString"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000063"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"419"	"cmdCreateProcess"	"GetNextVDMCommand"	"direct-named-call"	"no-selected-definition"	"not-yet-classified-by-preceding-external-audit"	"requires-first-degree-source-audit"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000064"	"MVDM-ZERO-DEFINITION-000148"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"425"	"cmdCreateProcess"	"ExitThread"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
"MVDM-FIRST-CANDIDATE-000065"	"MVDM-ZERO-DEFINITION-000149"	"dos/command/cmdexec.c"	"98a941095d47ae73ef9731d389a433203c7184b0a016b62e24b202bb89f829d0"	"445"	"cmdExec32"	"CreateThread"	"direct-named-call"	"no-selected-definition"	"public-win32-or-crt-binding"	"public-modern-api-leaf-candidate"	"T293 records caller and call form only; T294 may inspect declaration/definition body"
