"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"lexical_external_families"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-1318"	"v86/monitor/makefile"	"resource-or-other"	"historical-build-description"	"opennt-mvdm-host"	"build governance"	"none"	"original build selection and profile evidence only; no modern build edge is enabled by this audit"	"build-description-only"	"provisional-not-enabled"	"v86/monitor/makefile; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1319"	"v86/monitor/sources"	"resource-or-other"	"historical-build-description"	"opennt-mvdm-host"	"build governance"	"none"	"original build selection and profile evidence only; no modern build edge is enabled by this audit"	"build-description-only"	"provisional-not-enabled"	"v86/monitor/sources; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1320"	"v86/scaffold/i386/fakebop.c"	"source"	"historical-ntvdm-product-scaffold"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical ntvdm.exe startup/termination; SoftPC initialization; BOP/BIOS/video/keyboard placeholders; console and BaseSrv APIs"	"original standalone NTVDM product startup/scaffold and temporary BIOS stubs; app owns modern composition and cannot import this product shell as a second engine or duplicate startup path"	"historical-product-shell exclusion; source-shaped composition evidence only"	"provisional-not-enabled"	"v86/scaffold/i386/fakebop.c; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1321"	"v86/scaffold/i386/fakeinit.c"	"source"	"historical-ntvdm-product-scaffold"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical ntvdm.exe startup/termination; SoftPC initialization; BOP/BIOS/video/keyboard placeholders; console and BaseSrv APIs"	"original standalone NTVDM product startup/scaffold and temporary BIOS stubs; app owns modern composition and cannot import this product shell as a second engine or duplicate startup path"	"historical-product-shell exclusion; source-shaped composition evidence only"	"provisional-not-enabled"	"v86/scaffold/i386/fakeinit.c; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1322"	"v86/scaffold/i386/fakekbd.c"	"source"	"historical-ntvdm-product-scaffold"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical ntvdm.exe startup/termination; SoftPC initialization; BOP/BIOS/video/keyboard placeholders; console and BaseSrv APIs"	"original standalone NTVDM product startup/scaffold and temporary BIOS stubs; app owns modern composition and cannot import this product shell as a second engine or duplicate startup path"	"historical-product-shell exclusion; source-shaped composition evidence only"	"provisional-not-enabled"	"v86/scaffold/i386/fakekbd.c; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1323"	"v86/scaffold/i386/fakevid.c"	"source"	"historical-ntvdm-product-scaffold"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical ntvdm.exe startup/termination; SoftPC initialization; BOP/BIOS/video/keyboard placeholders; console and BaseSrv APIs"	"original standalone NTVDM product startup/scaffold and temporary BIOS stubs; app owns modern composition and cannot import this product shell as a second engine or duplicate startup path"	"historical-product-shell exclusion; source-shaped composition evidence only"	"provisional-not-enabled"	"v86/scaffold/i386/fakevid.c; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1324"	"v86/scaffold/i386/fun.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/fun.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1325"	"v86/scaffold/i386/softpc.c"	"source"	"historical-ntvdm-product-scaffold"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical ntvdm.exe startup/termination; SoftPC initialization; BOP/BIOS/video/keyboard placeholders; console and BaseSrv APIs"	"original standalone NTVDM product startup/scaffold and temporary BIOS stubs; app owns modern composition and cannot import this product shell as a second engine or duplicate startup path"	"historical-product-shell exclusion; source-shaped composition evidence only"	"provisional-not-enabled"	"v86/scaffold/i386/softpc.c; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1326"	"v86/scaffold/i386/sources"	"resource-or-other"	"historical-build-description"	"opennt-mvdm-host"	"build governance"	"none"	"original build selection and profile evidence only; no modern build edge is enabled by this audit"	"build-description-only"	"provisional-not-enabled"	"v86/scaffold/i386/sources; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1327"	"v86/scaffold/i386/stubs.c"	"source"	"historical-ntvdm-product-scaffold"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical ntvdm.exe startup/termination; SoftPC initialization; BOP/BIOS/video/keyboard placeholders; console and BaseSrv APIs"	"original standalone NTVDM product startup/scaffold and temporary BIOS stubs; app owns modern composition and cannot import this product shell as a second engine or duplicate startup path"	"historical-product-shell exclusion; source-shaped composition evidence only"	"provisional-not-enabled"	"v86/scaffold/i386/stubs.c; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1328"	"v86/scaffold/i386/x86.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/x86.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1329"	"v86/scaffold/i386/xbios.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/xbios.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1330"	"v86/scaffold/i386/xbiosdsk.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/xbiosdsk.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1331"	"v86/scaffold/i386/xbioskbd.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/xbioskbd.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1332"	"v86/scaffold/i386/xbiosvid.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/xbiosvid.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1333"	"v86/scaffold/i386/xguest.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/xguest.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1334"	"v86/scaffold/i386/xwincon.h"	"declaration"	"historical-scaffold-declaration"	"app"	"app; adapter-bop; adapter-softpc; adapter-bochs; adapter-win32; session"	"historical product startup, BIOS placeholder and console declarations"	"declaration/layout evidence for the excluded standalone scaffold; individual same-shaped boundary declarations may be recovered only through their named component owner"	"declaration evidence; no standalone scaffold composition"	"provisional-not-enabled"	"v86/scaffold/i386/xwincon.h; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1335"	"v86/scaffold/makefile"	"resource-or-other"	"historical-build-description"	"opennt-mvdm-host"	"build governance"	"none"	"original build selection and profile evidence only; no modern build edge is enabled by this audit"	"build-description-only"	"provisional-not-enabled"	"v86/scaffold/makefile; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1336"	"v86/scaffold/ntvdm.def"	"resource-or-other"	"historical-ntvdm-product-resource-or-export"	"app"	"app; adapter-softpc; adapter-vdm-monitor"	"historical ntvdm.exe exports and UI resources"	"original product export/resource evidence; modern app does not claim the historical executable identity or export surface by this audit"	"historical-product-shell exclusion; export/resource evidence only"	"provisional-not-enabled"	"v86/scaffold/ntvdm.def; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1337"	"v86/scaffold/sources"	"resource-or-other"	"historical-build-description"	"opennt-mvdm-host"	"build governance"	"none"	"original build selection and profile evidence only; no modern build edge is enabled by this audit"	"build-description-only"	"provisional-not-enabled"	"v86/scaffold/sources; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1338"	"v86/scaffold/vdm.ico"	"resource-or-other"	"historical-ntvdm-product-resource-or-export"	"app"	"app; adapter-softpc; adapter-vdm-monitor"	"historical ntvdm.exe exports and UI resources"	"original product export/resource evidence; modern app does not claim the historical executable identity or export surface by this audit"	"historical-product-shell exclusion; export/resource evidence only"	"provisional-not-enabled"	"v86/scaffold/vdm.ico; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1339"	"v86/scaffold/vdm.rc"	"resource-or-other"	"historical-ntvdm-product-resource-or-export"	"app"	"app; adapter-softpc; adapter-vdm-monitor"	"historical ntvdm.exe exports and UI resources"	"original product export/resource evidence; modern app does not claim the historical executable identity or export surface by this audit"	"historical-product-shell exclusion; export/resource evidence only"	"provisional-not-enabled"	"v86/scaffold/vdm.rc; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1340"	"v86/scaffold/wow.ico"	"resource-or-other"	"historical-ntvdm-product-resource-or-export"	"app"	"app; adapter-softpc; adapter-vdm-monitor"	"historical ntvdm.exe exports and UI resources"	"original product export/resource evidence; modern app does not claim the historical executable identity or export surface by this audit"	"historical-product-shell exclusion; export/resource evidence only"	"provisional-not-enabled"	"v86/scaffold/wow.ico; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1341"	"v86/util/makefile"	"resource-or-other"	"historical-16bit-vdm-utility"	"opennt-mvdm-tools"	"tools/opennt; adapter-bop"	"16-bit BOP_UNSIMULATE termination utility"	"original independently-built 16-bit quit utility; retain as tool/source evidence and do not link it into the host runtime"	"tool-only profile exclusion"	"provisional-not-enabled"	"v86/util/makefile; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
"MVDM-FILE-1342"	"v86/util/quit.asm"	"source"	"historical-16bit-vdm-utility"	"opennt-mvdm-tools"	"tools/opennt; adapter-bop"	"16-bit BOP_UNSIMULATE termination utility"	"original independently-built 16-bit quit utility; retain as tool/source evidence and do not link it into the host runtime"	"tool-only profile exclusion"	"provisional-not-enabled"	"v86/util/quit.asm; v86/monitor/sources; v86/monitor/i386/sources; v86/scaffold/sources; v86/scaffold/i386/sources"
