path	bytes	sha256	owner	purpose	retention_disposition	retirement_trigger
docs/etc/operations/m0-t274-s6-mvdm-host-input-manifest.tsv	147462	5e0fbea8649ec3c84b4e7da876075f744369651917a12ea40bf5282cda209e31	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t275-s1-adapter-candidate-inventory.tsv	102177	09dc70a9e87f6696cff5f7553530748f88c64db180bfd006a61da3ce2bdd5758	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t275-s1-complete-candidate-disposition.tsv	126881	3dd9420ac72dc71750e0ccee0ab70bb288e3ceb28d5d04f3023ff25f63595003	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t275-s1-historical-interface-ledger.tsv	5435	3ee9d27ad78c702891a4434a64ff54b66b7a303fee4ddd45289079704421da12	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t275-s1-implementation-disposition.tsv	13363	16039911ea241c885cdab7c8ecaf3ca4433380bb633c34263c492c076c7afd6d	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t275-s2-missing-interface-ledger.tsv	5617	be3b36ae102279a9f0441ade94dfdc0c7272d171db540bf34cc0e3c405b0b21c	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-final-integration-disposition-ledger.tsv	1093930	57ef219c2a7cbeb7ca6ce83957dc65cc0ae17b75423345696086a79dee117fe5	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s10-package-profile-wave-ledger.tsv	7149	f4434686ab667b05bc38f4c94d142053857475b232c5cd2c650c56b509aeeaed	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s11-w0-w1-call-accounting-ledger.tsv	704003	68fc5bbb86f315e6399547e4746f7b07a3ad1a81c2368cb0e448504bdc683852	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s11-w0-w1-file-disposition-ledger.tsv	44125	148b361d09884543a7ca1a9a61028cd2bf27df6fb382d302963d1c5ee16e46dd	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s11-w0-w1-runtime-support-binding-ledger.tsv	2169	11d3dbaac4cda59d65b1809c805634d666439447163a2f4cebc9333ad519327e	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s11-w0-w1-source-interface-family-ledger.tsv	5803	e903b264e8a483a49cc4e98c024ed04628fc18bc5311df26cb4fc0101b8534dc	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-bop-vdd-debugger-interface-ledger.tsv	6327	77892aecba4d2842e5c931a27b31e5d6841a6a477c8fd44f479d2ee138b76935	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-build-unobserved-interface-ledger.tsv	5569	36958cd434e4363a2e0f2410a2d9491776e047e772f71811f75fc31d1c38df78	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-device-bridge-interface-ledger.tsv	9652	31e6049448262116fb3bc18c85860e2f186542381f6d288abba249a3a2f67434	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-host-src-disposition-ledger.tsv	25457	0a565a9ab8f9cc567d1d7b61fe3926b31c06d0e83eae394c2d51f683849416d6	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-host-src-interface-density-ledger.tsv	18577	e1fb9ba432e5262dfd00d9cfa4d066d77895c1e692c7d0a22d8245b734326f2d	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-monitor-session-interface-ledger.tsv	9580	a91da53e7f225771883f7ad95751b2622c1890c5f48b627d57e372e7c0691c98	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-softpc-facade-interface-ledger.tsv	7162	d03a9825aadcfd00e57aacc0576d9d66de31651035739dd3751efdc8b1b18de9	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-softpc-file-disposition-ledger.tsv	380616	5fff1b11b5a96d9e312ea15693ef09adb64fb7916a5e59fa71bcceb8cc2e7ea5	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s12-win32-capability-interface-ledger.tsv	6460	e1a44ff96f838a53137497163129acd08324c0767069d7b300914d02cc824ca9	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s13-dos-file-disposition-ledger.tsv	21174	39467de6007cf2cdff6a3f7f53d75401015d397b128f25dd3efdf7e03250bb0a	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s13-dos-interface-family-ledger.tsv	4122	b8386706eb7c6dade4850267c913ee511290df00e39cd00e438e1503ffe0f528	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s14-xms-file-disposition-ledger.tsv	8289	207a60dc67ce6e5c207c3e8c28416b6c014cdf1fa2a87dfb816a94794ce30e15	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s14-xms-interface-family-ledger.tsv	2635	d36fe96e4cbce98966c6a05ab29db7bdff4e552ebba9bc27f85eb8905dae2074	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s15-sim16-file-disposition-ledger.tsv	3645	50ed680814d4c82d8ec1ed7d758f1b318ab1c30cf4751c1c4ca4c8fa36834869	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s16-sim32-file-disposition-ledger.tsv	2531	5bcc82143373091a460297e2a760543e677982dd41daeb6b0475dc5840857be6	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s17-v86-file-disposition-ledger.tsv	21399	a04e9f683d4165e2ae1eee6348495a2e1803e95b49c28c152a84a7ecc986d620	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s18-ieuvddex-file-disposition-ledger.tsv	13562	d0f4d9669dcfbf5da1fbfb7c44c527407bb2cc0c9cfb0d026145f5324f3207f3	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s19-dpmi-file-disposition-ledger.tsv	31944	0828085a42c9fd21521ea5560902403ed39937f4247f61010272c7d4e779f74c	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s20-dpmi32-file-disposition-ledger.tsv	15870	f7c43fd826572ccf59b2afb133bc798b35a736829c9169e3c80c88e13e70bdc7	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s21-vdmredir-file-disposition-ledger.tsv	14734	9493903956af5bce7bd5ce6d7387a0d19d493b61c4ae61ff85bf4f7aaa3f3631	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s22-wow32-active-subdomain-ledger.tsv	28359	eb659c741eba14cbbe153770f77a05ca099cad13ded674308dff2489d7ce2c7d	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s22-wow32-file-disposition-ledger.tsv	75204	91085471ee794ca769b4d3b51a89f8cee37f2fc228802c2e2ef663dfbaff0a2c	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s22-wow32-interface-family-ledger.tsv	5617	313a1de49e115aa1376a68ed73cae7da9c205b0386ecdb043d8b0aea2b7cbfc0	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s23-fax-file-disposition-ledger.tsv	7983	6a14bff31d7396e32eb2a7563ad4e88d5ef7bed659fcac4fa9ff77e8a4b2fb60	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s23-fax-interface-family-ledger.tsv	3682	b50a03616533a276791376c19d98a5f8160d78d279141ac4664a9e01940758c3	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s2-original-build-description-ledger.tsv	35911	44d1f5ee7c63c2b856960871603621e2052cb1c0903baf3224af41ccee725268	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s2-translation-unit-build-ledger.tsv	101721	542cb74fca0d9d6d857b901d30d462437d819a27a399e3e798f5a664eca4328f	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s2-translation-unit-include-ledger.tsv	872956	69dff8708c39b88353a01e5f3ae39f053a7ecb928051d635072a2ea893414552	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s3-textual-declaration-ledger.tsv	1328911	89a07e0ab08592ddc5be20b8b439da0744cb25307305e0610c5eedf9b2a357d1	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s4-textual-call-candidate-ledger.tsv	24313197	ed794d07768fa2222fb16db5ffef1771b59fd8cc6e6057b9e42ace31f25b6c36	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s4-translation-unit-call-scan-ledger.tsv	68103	259186e7bf4864b5cff332622a454b56eaaad838ae532c673b2287f4729fffcd	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s5-selected-definition-ledger.tsv	2248966	dfd7d1dfde2bc6f652081469cd2e71256485f5838dbebce57579aec3be751416	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s5-unique-call-disposition-ledger.tsv	1136846	dd4ecb145e9d8fd230a956c4ffd71e134107538b2791b5a8a32e556a9429fb75	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s6-boundary-family-worklist.tsv	9482	949d6399c7c3d232ce2aa60b98b24d53f969e3375e4b53d79cc3b49090e76554	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s7-original-provider-occurrence-ledger.tsv	8225	ecfead654369714c22d132805fa2ce669103a2025deedadd089f2657112e7083	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s8-original-provider-form-ledger.tsv	10240	c16e40ae8d2e07ce3903c1aeeaaa99ae30e93cc7060482cd1bb3cf40ccafb204	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t276-s9-actionable-boundary-abi-failure-ledger.tsv	6796	d228a225fa720adcf697dcfbcf2bff963e07b1f20766a7d1e8581ea0ab68a03e	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-build-profile-ledger.tsv	7342	2ec0541f87c8d42b90d272623d9639ce80ca1b26a8c282690a1459ab982a9efb	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-divergence-exclusion-ledger.tsv	833266	dfb4f8676d70e478b55e3321f67889f604a39389269dd3ecbd9f839d9255193b	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-effective-build-profile-ledger.tsv	7038	7e7412e03ac1b01a99861d494ff9fbf275bbde35057d06433c783c8c0807aa8f	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-effective-package-boundary-edge-ledger.tsv	11189	3f5ea77a63533c1d4a245a9162bdbde04ffce7cd2a95a0d052d856112ffaa0f6	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-effective-package-cycle-ledger.tsv	622	23b3911b0a3362f0396c874a39311b2ca5a08192916997797efa6d0af204edaa	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-effective-source-correlation-ledger.tsv	2540674	698f7f2b7637eff4ca492e079b2a6461e73c41b77a139459538f4896dfee949c	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-file-recovery-ledger.tsv	834872	f69e9dae670a863a3a7da4a8a68be123d54d89bd445934489c8d7f6dca70db9b	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-interface-recovery-ledger.tsv	2912036	0d0275dc76ed68a544f4a79bb0eeea7747e398348d6d9d17832a4e1a35961104	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-package-dependency-ledger.tsv	12055	b31a75659cc88d017024693560d72b7f65e4179cbd148d9b983b3ee6a7849256	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s2-source-form-summary.tsv	1701	cd1b777a79bdb75cd08948919d2a02d4769ff0e033a41b5525240edf11b68792	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s2-source-form-worklist.tsv	123302	1c1d3dcbef8713da190835f232df239d0c9cc1051a498dd0547977812c1e38e6	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s3-file-disposition-corrections.tsv	1681	de03e06f42cedabb1aeb8fbf11cb33ed5a7e5faf161a15966495549679b2ec58	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s3-machine-family-disposition-ledger.tsv	23982	da436af3a1efb6753755f07f962ff7b3bf5cd937ce2988233c1ac2bd2758c589	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s4-dos-family-disposition-ledger.tsv	45243	58055b530dbfecf74eb176fc6aa9c62762a05d5d4d5bfa3ae93c6b3e044f98c5	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s5-softpc-host-control-disposition-ledger.tsv	140532	6ac79983507c0e0d91f6a73d1bb7fa1a56ab77156388e3c0d1568bfd08eb9399	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s5-softpc-provider-candidate-ledger.tsv	648162	05a7b08dad5c9c0580ffdb5043287053e42d5460d1647df285d81dfee0d72a1b	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t277-s6-redir-wow-disposition-ledger.tsv	10108	02eb4e7e58447f98d07ae521a636150ea258a773623007fba38940b871b35e94	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t278-destination-source-identity-ledger.tsv	595831	cf077e0863d94ac381f40697f4cfe44e77bd89fdd071a4c1740479bb564390b3	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t279-s1-support-library-interface-ledger.tsv	30023	63833c477358b47ddf16fe034a70abb74f14b7ccb0c259009f3b1fc9028e1d54	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s10-dem-ntioapi-reached-abi-ledger.tsv	4478	0427a7ca0c4960fb141e45a71d35568fbe8f6eac844b7e1fc1a00e4e0b0b395a	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s12-dem-object-surface-ledger.tsv	1186	87512a6206fb2a48acc33dc7613601351a9525af6d872b28274cea66c8ef1e7c	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s14-dem-find-list-binding-ledger.tsv	1389	0a50abadeb1246b76bdf762344479c447e5e704587b5ba058d6248048b407c77	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s17-demsrch-x64-boundary-ledger-001.tsv	4813	f7f0f565d0b1dfeed258b3edab984f7f7c09556fd130b32372891fe875e815e7	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s19-demsrch-guest-lease-ledger-001.tsv	3402	6c388f04984024b27121c95fcd211468369dadcb96b6e633c11d5cf397310e23	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s1-host-control-dem-workset-ledger.tsv	52906	c7192301f8681aa5735e4e9520634db87139e55c318a2e23eae003ac05676a6d	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s20-dem-persistent-guest-location-ledger-001.tsv	1732	acbd7ae0171a421fd1e4de8312f86f6045c041e6fb1a7949f6d9bf5d02f308cc	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
docs/etc/operations/m0-t280-s2-ingress-machine-facade-ledger.tsv	5404	0136d94fe4a972222341035d108e4550e91b3cc223e56e27bffc3ffbe42854e5	project documentation governance owner	deterministic machine-readable operations evidence ledger	retained as indexed support evidence pending reviewed closure disposition	owner-approved archive or removal after closure records durable replacement, path, digest, and schema
