"work_item_id"	"caller_path"	"caller_line"	"symbol"	"family"	"original_provider_form"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"implementation_constraint"	"audit_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-03162"	"softpc.new/host/src/nt_bop.c"	"236"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03162"
"MVDM-T277-S2-MVDM-BOUNDARY-03163"	"softpc.new/host/src/nt_bop.c"	"247"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03163"
"MVDM-T277-S2-MVDM-BOUNDARY-03164"	"softpc.new/host/src/nt_bop.c"	"282"	"MS_bop_2"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03164"
"MVDM-T277-S2-MVDM-BOUNDARY-03165"	"softpc.new/host/src/nt_bop.c"	"331"	"DBGDispatch"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03165"
"MVDM-T277-S2-MVDM-BOUNDARY-03166"	"softpc.new/host/src/nt_bop.c"	"336"	"DBGDispatch"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03166"
"MVDM-T277-S2-MVDM-BOUNDARY-03167"	"softpc.new/host/src/nt_bop.c"	"574"	"MS_bop_5"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03167"
"MVDM-T277-S2-MVDM-BOUNDARY-03168"	"softpc.new/host/src/nt_bop.c"	"588"	"MS_bop_8"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03168"
"MVDM-T277-S2-MVDM-BOUNDARY-03169"	"softpc.new/host/src/nt_bop.c"	"625"	"host_direct_access_error"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03169"
"MVDM-T277-S2-MVDM-BOUNDARY-03170"	"softpc.new/host/src/nt_bop.c"	"661"	"MS_bop_B"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03170"
"MVDM-T277-S2-MVDM-BOUNDARY-03171"	"softpc.new/host/src/nt_bop.c"	"672"	"illegal_bop"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03171"
"MVDM-T277-S2-MVDM-BOUNDARY-03172"	"softpc.new/host/src/nt_bop.c"	"688"	"getPE"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03172"
"MVDM-T277-S2-MVDM-BOUNDARY-03173"	"softpc.new/host/src/nt_bop.c"	"699"	"illegal_bop"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03173"
"MVDM-T277-S2-MVDM-BOUNDARY-03174"	"softpc.new/host/src/nt_bop.c"	"710"	"MS_bop_E"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03174"
"MVDM-T277-S2-MVDM-BOUNDARY-03175"	"softpc.new/host/src/nt_bop.c"	"727"	"MS_bop_F"	"BOP-dispatch-control"	"softpc.new/host/src/nt_bop.c defines MS_bop_2/5/8/B/E/F and illegal BOP paths; base/bios tables are historical selector tables, not a second dispatcher"	"adapter-bop -> opennt-mvdm-host; adapter-vdd successor for MS_bop_5"	"original BOP entry shape and original dispatcher ordering"	"fixed-width CPU frame and checked guest-memory copy only"	"retain original unavailable/decline/controlled-stop outcome; no selector logic in Bochs"	"no second BOP dispatcher or trace-selected body enablement"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03175"
"MVDM-T277-S2-MVDM-BOUNDARY-03176"	"softpc.new/host/src/nt_bop.c"	"898"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03176"
"MVDM-T277-S2-MVDM-BOUNDARY-03177"	"softpc.new/host/src/nt_bop.c"	"919"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03177"
"MVDM-T277-S2-MVDM-BOUNDARY-03210"	"softpc.new/host/src/nt_com.c"	"1082"	"FastCommSetBaudRate"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03210"
"MVDM-T277-S2-MVDM-BOUNDARY-03211"	"softpc.new/host/src/nt_com.c"	"1190"	"FastCommGetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03211"
"MVDM-T277-S2-MVDM-BOUNDARY-03212"	"softpc.new/host/src/nt_com.c"	"1207"	"FastCommSetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03212"
"MVDM-T277-S2-MVDM-BOUNDARY-03213"	"softpc.new/host/src/nt_com.c"	"1223"	"FastCommGetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03213"
"MVDM-T277-S2-MVDM-BOUNDARY-03214"	"softpc.new/host/src/nt_com.c"	"1252"	"FastCommSetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03214"
"MVDM-T277-S2-MVDM-BOUNDARY-03215"	"softpc.new/host/src/nt_com.c"	"1268"	"FastCommGetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03215"
"MVDM-T277-S2-MVDM-BOUNDARY-03216"	"softpc.new/host/src/nt_com.c"	"1271"	"FastCommSetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03216"
"MVDM-T277-S2-MVDM-BOUNDARY-03217"	"softpc.new/host/src/nt_com.c"	"1303"	"com_int_data"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03217"
"MVDM-T277-S2-MVDM-BOUNDARY-03218"	"softpc.new/host/src/nt_com.c"	"1308"	"ica_inb"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03218"
"MVDM-T277-S2-MVDM-BOUNDARY-03219"	"softpc.new/host/src/nt_com.c"	"1310"	"ica_outb"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03219"
"MVDM-T277-S2-MVDM-BOUNDARY-03220"	"softpc.new/host/src/nt_com.c"	"1512"	"host_com_lock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03220"
"MVDM-T277-S2-MVDM-BOUNDARY-03221"	"softpc.new/host/src/nt_com.c"	"1517"	"com_lsr_change"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03221"
"MVDM-T277-S2-MVDM-BOUNDARY-03222"	"softpc.new/host/src/nt_com.c"	"1531"	"host_com_unlock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03222"
"MVDM-T277-S2-MVDM-BOUNDARY-03223"	"softpc.new/host/src/nt_com.c"	"1602"	"host_com_lock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03223"
"MVDM-T277-S2-MVDM-BOUNDARY-03224"	"softpc.new/host/src/nt_com.c"	"1615"	"host_com_unlock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03224"
