"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"lexical_external_families"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-0175"	"ieuvddex/mips/helpp.c"	"source"	"historical-non-x86-debugger-extension-form"	"opennt-mvdm-host"	"adapter-debugger; build governance"	"processor-specific debugger-extension help form"	"original Alpha/MIPS/PPC help/build form; retain for source/provenance completeness but exclude from x86/x64 host recovery profile"	"non-x86 profile exclusion; source evidence only"	"provisional-not-enabled"	"ieuvddex/mips/helpp.c; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0176"	"ieuvddex/mips/sources"	"resource-or-other"	"historical-non-x86-debugger-extension-form"	"opennt-mvdm-host"	"adapter-debugger; build governance"	"processor-specific debugger-extension help form"	"original Alpha/MIPS/PPC help/build form; retain for source/provenance completeness but exclude from x86/x64 host recovery profile"	"non-x86 profile exclusion; source evidence only"	"provisional-not-enabled"	"ieuvddex/mips/sources; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0177"	"ieuvddex/ntvdm.def"	"resource-or-other"	"historical-debugger-extension-export-or-resource"	"opennt-mvdm-host"	"adapter-debugger; app packaging"	"historical NTSD/WinDbg command exports and resource metadata"	"original debugger-extension export/resource evidence; no current application claims the ntvdm.dll product identity"	"debugger-product exclusion; export/resource evidence only"	"provisional-not-enabled"	"ieuvddex/ntvdm.def; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0178"	"ieuvddex/pmode.c"	"source"	"historical-debugger-extension-body"	"opennt-mvdm-host"	"adapter-debugger; session diagnostic snapshot/export boundary"	"historical NTSD/WinDbg extension API; VDM_TIB/context/LDT/PIC/DPMI trace inspection"	"original NTSD/WinDbg debugger extension body that reads a separate NTVDM process by symbols and ReadProcessMemory; preserve API and display-order evidence, but it is not an in-process VDD runtime provider"	"debugger-product profile exclusion; same-shaped diagnostic API recovery prerequisite"	"provisional-not-enabled"	"ieuvddex/pmode.c; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0179"	"ieuvddex/ppc/helpp.c"	"source"	"historical-non-x86-debugger-extension-form"	"opennt-mvdm-host"	"adapter-debugger; build governance"	"processor-specific debugger-extension help form"	"original Alpha/MIPS/PPC help/build form; retain for source/provenance completeness but exclude from x86/x64 host recovery profile"	"non-x86 profile exclusion; source evidence only"	"provisional-not-enabled"	"ieuvddex/ppc/helpp.c; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0180"	"ieuvddex/ppc/sources"	"resource-or-other"	"historical-non-x86-debugger-extension-form"	"opennt-mvdm-host"	"adapter-debugger; build governance"	"processor-specific debugger-extension help form"	"original Alpha/MIPS/PPC help/build form; retain for source/provenance completeness but exclude from x86/x64 host recovery profile"	"non-x86 profile exclusion; source evidence only"	"provisional-not-enabled"	"ieuvddex/ppc/sources; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0181"	"ieuvddex/procdep.c"	"source"	"historical-debugger-extension-body"	"opennt-mvdm-host"	"adapter-debugger; session diagnostic snapshot/export boundary"	"historical NTSD/WinDbg extension API; VDM_TIB/context/LDT/PIC/DPMI trace inspection"	"original NTSD/WinDbg debugger extension body that reads a separate NTVDM process by symbols and ReadProcessMemory; preserve API and display-order evidence, but it is not an in-process VDD runtime provider"	"debugger-product profile exclusion; same-shaped diagnostic API recovery prerequisite"	"provisional-not-enabled"	"ieuvddex/procdep.c; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0182"	"ieuvddex/sources"	"resource-or-other"	"historical-debugger-extension-build-description"	"opennt-mvdm-host"	"build governance; adapter-debugger"	"historical NTSD/WinDbg extension build selection"	"original debugger-extension build-selection evidence only; it does not enable a DLL or debugger API edge"	"build-description-only"	"provisional-not-enabled"	"ieuvddex/sources; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0183"	"ieuvddex/system.c"	"source"	"historical-debugger-extension-body"	"opennt-mvdm-host"	"adapter-debugger; session diagnostic snapshot/export boundary"	"historical NTSD/WinDbg extension API; VDM_TIB/context/LDT/PIC/DPMI trace inspection"	"original NTSD/WinDbg debugger extension body that reads a separate NTVDM process by symbols and ReadProcessMemory; preserve API and display-order evidence, but it is not an in-process VDD runtime provider"	"debugger-product profile exclusion; same-shaped diagnostic API recovery prerequisite"	"provisional-not-enabled"	"ieuvddex/system.c; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0184"	"ieuvddex/trace.c"	"source"	"historical-debugger-extension-body"	"opennt-mvdm-host"	"adapter-debugger; session diagnostic snapshot/export boundary"	"historical NTSD/WinDbg extension API; VDM_TIB/context/LDT/PIC/DPMI trace inspection"	"original NTSD/WinDbg debugger extension body that reads a separate NTVDM process by symbols and ReadProcessMemory; preserve API and display-order evidence, but it is not an in-process VDD runtime provider"	"debugger-product profile exclusion; same-shaped diagnostic API recovery prerequisite"	"provisional-not-enabled"	"ieuvddex/trace.c; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
"MVDM-FILE-0185"	"ieuvddex/vdmdll.rc"	"resource-or-other"	"historical-debugger-extension-export-or-resource"	"opennt-mvdm-host"	"adapter-debugger; app packaging"	"historical NTSD/WinDbg command exports and resource metadata"	"original debugger-extension export/resource evidence; no current application claims the ntvdm.dll product identity"	"debugger-product exclusion; export/resource evidence only"	"provisional-not-enabled"	"ieuvddex/vdmdll.rc; ieuvddex/sources; ieuvddex/i386/sources; ieuvddex/ntvdm.def"
