"interface_id"	"parent_interface_id"	"row_kind"	"caller"	"declaration_evidence"	"required_interface"	"abi_layout"	"owner"	"availability"	"recovery_disposition"	"failure_contract"	"successor"	"focused_evidence"
"MVDM-DEBT-011"	""	"family-expanded-summary"	"bde; dbg; vdmdbg; vdmexts; reached diagnostic hooks"	"selected debugger headers and callback declarations"	"Debugger registration, notification and control"	"expand-before-package-enable"	"adapter-debugger"	"classified by reached-interface correlation audit"	"owner-package implementation pending"	"summary only; child calls are classified separately and no selector/provider is enabled"	"Queue candidate selected by named owner family"	"m0-t291-s5-p5-reached-interface-correlation-audit-001.md; "
"MVDM-DEBT-012"	""	"family-expanded-summary"	"dos/command/cmdexec.c; dos/command/cmdexit.c; dos/command/cmdmisc.c; softpc.new/host/src/nt_thred.c"	"inc/vdmtib.h; historical thread declarations"	"CCPU worker and CSR/BaseSrv multi-VDM coordination"	"original-BaseSrv-package-imported"	"opennt-host / adapter-opennt-host / broker"	"classified by reached-interface correlation audit"	"owner-package implementation pending"	"summary only; child calls are classified separately and no selector/provider is enabled"	"Queue candidate selected by named owner family"	"m0-t291-s5-p5-reached-interface-correlation-audit-001.md; m0-t291-s5-p4-basesrv-interface-composition-ledger-001.md"
"MVDM-DECL-00001"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:6"	"Print"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00001"
"MVDM-DECL-00002"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:7"	"GetExpression"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00002"
"MVDM-DECL-00003"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:8"	"GetSymbol"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00003"
"MVDM-DECL-00004"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:9"	"Disassemble"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00004"
"MVDM-DECL-00005"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:10"	"CheckCtrlC"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00005"
"MVDM-DECL-00006"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:12"	"ReadProcessMemWinDbg"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00006"
"MVDM-DECL-00007"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:13"	"WriteProcessMemWinDbg"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00007"
"MVDM-DECL-00008"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:14"	"GetThreadContextWinDbg"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00008"
"MVDM-DECL-00009"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:15"	"SetThreadContextWinDbg"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00009"
"MVDM-DECL-00010"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:17"	"fWinDbg"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00010"
"MVDM-DECL-00011"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:18"	"hCurrentProcess"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00011"
"MVDM-DECL-00012"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:19"	"hCurrentThread"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00012"
"MVDM-DECL-00013"	""	"declaration-only-not-source-reached"	""	"bde/bde.h:20"	"lpArgumentString"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00013"
"MVDM-DECL-00014"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:223"	"nDrives"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00014"
"MVDM-DECL-00015"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:224"	"IsFirstVDMInSystem"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00015"
"MVDM-DECL-00016"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:225"	"VDMForWOW"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00016"
"MVDM-DECL-00017"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:226"	"lpszComSpec"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00017"
"MVDM-DECL-00018"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:227"	"cbComSpec"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00018"
"MVDM-DECL-00019"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:228"	"IsFirstCall"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00019"
"MVDM-DECL-00020"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:229"	"IsRepeatCall"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00020"
"MVDM-DECL-00021"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:230"	"IsFirstWOWCheckBinary"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00021"
"MVDM-DECL-00022"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:231"	"IsFirstVDMInSystem"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00022"
"MVDM-DECL-00023"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:232"	"SaveWorldCreated"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00023"
"MVDM-DECL-00024"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:233"	"pSCS_ToSync"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00024"
"MVDM-DECL-00025"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:234"	"fBlock"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00025"
"MVDM-DECL-00026"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:235"	"pCommand32"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00026"
"MVDM-DECL-00027"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:236"	"pEnv32"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00027"
"MVDM-DECL-00028"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:237"	"dwExitCode32"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00028"
"MVDM-DECL-00029"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:238"	"pSCSInfo"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00029"
"MVDM-DECL-00030"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:239"	"hFileStdOut"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00030"
"MVDM-DECL-00031"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:240"	"hFileStdOutDup"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00031"
"MVDM-DECL-00032"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:241"	"hFileStdErr"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00032"
"MVDM-DECL-00033"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:242"	"hFileStdErrDup"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00033"
"MVDM-DECL-00034"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:243"	"VDMInfo"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00034"
"MVDM-DECL-00035"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:244"	"pszFileStdOut"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00035"
"MVDM-DECL-00036"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:245"	"pszFileStdErr"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00036"
"MVDM-DECL-00037"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:246"	"cmdHomeDirectory"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00037"
"MVDM-DECL-00038"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:247"	"SCS_hStdIn"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00038"
"MVDM-DECL-00039"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:248"	"SCS_hStdOut"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00039"
"MVDM-DECL-00040"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:249"	"SCS_hStdErr"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00040"
"MVDM-DECL-00041"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:250"	"chDefaultDrive"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00041"
"MVDM-DECL-00042"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:251"	"DontCheckDosBinaryType"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00042"
"MVDM-DECL-00043"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:252"	"Exe32ActiveCount"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00043"
"MVDM-DECL-00044"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:253"	"fSoftpcRedirection"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00044"
"MVDM-DECL-00045"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:254"	"fSoftpcRedirectionOnShellOut"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00045"
"MVDM-DECL-00046"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:255"	"nt_std_handle_notification"	"function-or-callback-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00046"
"MVDM-DECL-00047"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:256"	"cmdPushExitInConsoleBuffer"	"function-or-callback-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00047"
"MVDM-DECL-00048"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:260"	"CntrlHandlerState"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00048"
"MVDM-DECL-00049"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:269"	"iWOWTaskId"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00049"
"MVDM-DECL-00050"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:270"	"comspec"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00050"
"MVDM-DECL-00051"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:271"	"ShortCutInfo"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00051"
"MVDM-DECL-00052"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:273"	"nt_pif_callout"	"function-or-callback-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00052"
"MVDM-DECL-00053"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:274"	"lpszzInitEnvironment"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00053"
"MVDM-DECL-00054"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:275"	"cchInitEnvironment"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00054"
"MVDM-DECL-00055"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:276"	"lpszzCurrentDirectories"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00055"
"MVDM-DECL-00056"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:277"	"cchCurrentDirectories"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00056"
"MVDM-DECL-00057"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:278"	"pIsDosBinary"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00057"
"MVDM-DECL-00058"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:279"	"pFDAccess"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00058"
"MVDM-DECL-00059"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:280"	"lpszzcmdEnv16"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00059"
"MVDM-DECL-00060"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:281"	"DosEnvCreated"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00060"
"MVDM-DECL-00061"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:282"	"IsFirstVDM"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00061"
"MVDM-DECL-00062"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:283"	"cmdVDMEnvBlk"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00062"
"MVDM-DECL-00063"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:284"	"lpszzVDMEnv32"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00063"
"MVDM-DECL-00064"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:285"	"cchVDMEnv32"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00064"
"MVDM-DECL-00065"	""	"declaration-only-not-source-reached"	""	"dos/command/cmd.h:286"	"VdmExitCode"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00065"
"MVDM-DECL-00066"	""	"declaration-only-not-source-reached"	""	"dos/command/cmdpif.h:45"	"pfdata"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00066"
"MVDM-DECL-00067"	""	"declaration-only-not-source-reached"	""	"dos/dem/dem.h:122"	"pulDTALocation"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00067"
"MVDM-DECL-00068"	""	"declaration-only-not-source-reached"	""	"dos/dem/dem.h:123"	"VDMForWOW"	"global-or-type-textual"	"original declaration carrier; no runtime owner assigned"	"source-declaration-only"	"not-runtime-boundary"	"declaration alone is not a reached runtime interface"	"Queue candidate 2 static package closure"	"MVDM-DECL-00068"
