candidate_id	caller_definition_id	caller_source_root	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	call_form	boundary
"MVDM-SECOND-CANDIDATE-000022"	"MVDM-FIRST-DEFINITION-000009"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3747"	"bFontPathOk"	"GetSystemDirectoryW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000023"	"MVDM-FIRST-DEFINITION-000009"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3749"	"bFontPathOk"	"wcscat"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000024"	"MVDM-FIRST-DEFINITION-000009"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3751"	"bFontPathOk"	"_wcsicmp"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000025"	"MVDM-FIRST-DEFINITION-000010"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3550"	"bInitFontPath"	"RegOpenKeyExW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000026"	"MVDM-FIRST-DEFINITION-000010"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3560"	"bInitFontPath"	"RegQueryValueExW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000027"	"MVDM-FIRST-DEFINITION-000010"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3576"	"bInitFontPath"	"LocalAlloc"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000028"	"MVDM-FIRST-DEFINITION-000010"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3584"	"bInitFontPath"	"RegQueryValueExW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000029"	"MVDM-FIRST-DEFINITION-000010"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3622"	"bInitFontPath"	"GdiSetLastError"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000030"	"MVDM-FIRST-DEFINITION-000010"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3638"	"bInitFontPath"	"RegCloseKey"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000031"	"MVDM-FIRST-DEFINITION-000011"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3550"	"bInitFontPath"	"RegOpenKeyExW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000032"	"MVDM-FIRST-DEFINITION-000011"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3560"	"bInitFontPath"	"RegQueryValueExW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000033"	"MVDM-FIRST-DEFINITION-000011"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3576"	"bInitFontPath"	"LocalAlloc"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000034"	"MVDM-FIRST-DEFINITION-000011"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3584"	"bInitFontPath"	"RegQueryValueExW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000035"	"MVDM-FIRST-DEFINITION-000011"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3622"	"bInitFontPath"	"GdiSetLastError"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000036"	"MVDM-FIRST-DEFINITION-000011"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"3638"	"bInitFontPath"	"RegCloseKey"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000037"	"MVDM-FIRST-DEFINITION-000012"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"875"	"bInitSystemAndFontsDirectoriesW"	"GetWindowsDirectoryW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000038"	"MVDM-FIRST-DEFINITION-000012"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"888"	"bInitSystemAndFontsDirectoriesW"	"LocalAlloc"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000039"	"MVDM-FIRST-DEFINITION-000012"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"891"	"bInitSystemAndFontsDirectoriesW"	"wcscpy"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000040"	"MVDM-FIRST-DEFINITION-000012"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"892"	"bInitSystemAndFontsDirectoriesW"	"wcscpy"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000041"	"MVDM-FIRST-DEFINITION-000012"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"896"	"bInitSystemAndFontsDirectoriesW"	"lstrcatW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000042"	"MVDM-FIRST-DEFINITION-000012"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"897"	"bInitSystemAndFontsDirectoriesW"	"lstrcatW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000043"	"MVDM-FIRST-DEFINITION-000013"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"875"	"bInitSystemAndFontsDirectoriesW"	"GetWindowsDirectoryW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000044"	"MVDM-FIRST-DEFINITION-000013"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"888"	"bInitSystemAndFontsDirectoriesW"	"LocalAlloc"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000045"	"MVDM-FIRST-DEFINITION-000013"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"891"	"bInitSystemAndFontsDirectoriesW"	"wcscpy"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000046"	"MVDM-FIRST-DEFINITION-000013"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"892"	"bInitSystemAndFontsDirectoriesW"	"wcscpy"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000047"	"MVDM-FIRST-DEFINITION-000013"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"896"	"bInitSystemAndFontsDirectoriesW"	"lstrcatW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000048"	"MVDM-FIRST-DEFINITION-000013"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"897"	"bInitSystemAndFontsDirectoriesW"	"lstrcatW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000049"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2028"	"bMakePathNameW"	"SearchPathW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000050"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2037"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000051"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2039"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000052"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2050"	"bMakePathNameW"	"SearchPathW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000053"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2063"	"bMakePathNameW"	"wcslen"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000054"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2064"	"bMakePathNameW"	"wcslen"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000055"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2068"	"bMakePathNameW"	"_wcsnicmp"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000056"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2086"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000057"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2088"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000058"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2126"	"bMakePathNameW"	"wcslen"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000059"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2127"	"bMakePathNameW"	"wcslen"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000060"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2131"	"bMakePathNameW"	"_wcsnicmp"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000061"	"MVDM-FIRST-DEFINITION-000014"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2149"	"bMakePathNameW"	"SearchPathW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000062"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2028"	"bMakePathNameW"	"SearchPathW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000063"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2037"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000064"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2039"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000065"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2050"	"bMakePathNameW"	"SearchPathW"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000066"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2063"	"bMakePathNameW"	"wcslen"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000067"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2064"	"bMakePathNameW"	"wcslen"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000068"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2068"	"bMakePathNameW"	"_wcsnicmp"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000069"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2086"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
"MVDM-SECOND-CANDIDATE-000070"	"MVDM-FIRST-DEFINITION-000015"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2088"	"bMakePathNameW"	"DbgPrint"	"direct-named-call"	"Cross-translation-unit second-degree candidate only; T299 does not inspect this callee body."
